epoch,global_step,train_loss_total,train_loss_mom,train_loss_etp,train_loss_efpp,train_loss_err,train_loss_vep,train_loss_vtm,valid_loss_total,valid_loss_mom,valid_loss_etp,valid_loss_efpp,valid_loss_err,valid_loss_vep,valid_loss_vtm,masked_token_accuracy,masked_token_top5_accuracy,etp_accuracy,etp_macro_f1,etp_macro_f1_excluding_normal,efpp_micro_f1,efpp_macro_f1,efpp_macro_auc,err_accuracy,err_macro_f1,vep_micro_f1,vep_macro_f1,vtm_micro_f1,vtm_macro_f1,bjut_samples,dive_samples,learning_rate,max_memory_allocated_mb,max_memory_reserved_mb
1,500,1.1909448704123498,0.25033276645839214,0.43234675510972737,0.48034567062556743,0.8617750251293183,0.3232561238706112,0.45725065740942955,0.9026980474591255,0.1998947598040104,0.14407490147277713,0.39695301093161106,0.6448445320129395,0.25662114191800356,0.4125062022358179,0.9496297524314765,0.9830072944297082,0.9759882600181008,0.7828802118251942,0.7693497849138354,0.7947441767867808,0.5477723153625932,0.9022666461182944,0.789308176100629,0.6792202536840953,0.07961783439490445,0.013189132155104193,0.16219303255282697,0.16059891924328384,8000,8000,0.0,2758.5537109375,4174.0
