epoch,train_loss,valid_loss,micro_f1,macro_f1,predicted_positive_total,Reentrancy_f1,Access Control_f1,Arithmetic_f1,Unchecked Return Values_f1,DoS_f1,Time manipulation_f1,Front Running_f1,Bad Randomness_f1
1,0.739193320274353,0.708225299914678,0.7566268919676464,0.6605279152760284,7032,0.8468392023759016,0.8917899622860459,0.8116524359618282,0.8207236842105262,0.7017994858611825,0.8182509505703423,0.3484848484848485,0.044682752457551385
2,0.7119607552886009,0.7184321085611979,0.7554313099041533,0.6614529878855011,7065,0.8468392023759016,0.8917899622860459,0.8116524359618282,0.8207236842105262,0.7017994858611825,0.8182509505703423,0.3484848484848485,0.05208333333333333
3,0.6966750919818878,0.7196186714702182,0.7564153809257333,0.6619539647332954,7054,0.8468392023759016,0.8917899622860459,0.8116524359618282,0.8207236842105262,0.7017994858611825,0.8182509505703423,0.3484848484848485,0.056091148115687994
4,0.6863320767879486,0.7142578429645963,0.7608940344106769,0.6626528515926662,6983,0.8468392023759016,0.8917899622860459,0.8116524359618282,0.8207236842105262,0.7017994858611825,0.8182509505703423,0.3484848484848485,0.0616822429906542
5,0.6657028272747993,0.7022231982813941,0.7663536269430052,0.6635807826009482,6897,0.8468392023759016,0.8917899622860459,0.8116524359618282,0.8207236842105262,0.7017994858611825,0.8182509505703423,0.3484848484848485,0.06910569105691057
6,0.6299630701541901,0.6894443233807882,0.7713983223389527,0.6650962484965512,6824,0.8468392023759016,0.8917899622860459,0.8116524359618282,0.8207236842105262,0.7017994858611825,0.8182509505703423,0.3484848484848485,0.08122941822173435
7,0.6260981783270836,0.672927651140425,0.7779967159277504,0.666949960381396,6725,0.8468392023759016,0.8917899622860459,0.8116524359618282,0.8207236842105262,0.7017994858611825,0.8182509505703423,0.3484848484848485,0.0960591133004926
8,0.6018861308693886,0.6541727417045169,0.7826230591344565,0.66811824689451,6653,0.8468392023759016,0.8917899622860459,0.8116524359618282,0.8207236842105262,0.7017994858611825,0.8182509505703423,0.3484848484848485,0.1054054054054054
9,0.5895427912473679,0.6327274077468448,0.7846319450194585,0.6686943342653788,6622,0.8468392023759016,0.8917899622860459,0.8116524359618282,0.8207236842105262,0.7017994858611825,0.8182509505703423,0.3484848484848485,0.11001410437235543
10,0.5703104361891747,0.6151527961095175,0.7867818000664232,0.6693656481419114,6589,0.8468392023759016,0.8917899622860459,0.8116524359618282,0.8207236842105262,0.7017994858611825,0.8182509505703423,0.3484848484848485,0.11538461538461539
11,0.5585243925452232,0.5969284342394935,0.7882519344371411,0.6695355051666071,6564,0.8468392023759016,0.8917899622860459,0.8116524359618282,0.8207236842105262,0.7017994858611825,0.8182509505703423,0.3484848484848485,0.11674347158218126
12,0.55797328799963,0.5835044549571143,0.7896316052675446,0.6700219362981995,6543,0.8468392023759016,0.8917899622860459,0.8116524359618282,0.8207236842105262,0.7017994858611825,0.8182509505703423,0.3484848484848485,0.12063492063492064
13,0.5310723334550858,0.5754704309834374,0.7900616975154243,0.6705176510910389,6539,0.8468392023759016,0.8917899622860459,0.8116524359618282,0.8207236842105262,0.7017994858611825,0.8182509505703423,0.3484848484848485,0.12460063897763579
14,0.5172661207616329,0.5726141714387469,0.7906588824020016,0.671421670897291,6535,0.8468392023759016,0.8917899622860459,0.8116524359618282,0.8207236842105262,0.7017994858611825,0.8182509505703423,0.3484848484848485,0.13183279742765272
15,0.5080089382827282,0.5744253132078383,0.7911207544020695,0.6716092378855011,6528,0.8468392023759016,0.8917899622860459,0.8116524359618282,0.8207236842105262,0.7017994858611825,0.8182509505703423,0.3484848484848485,0.13333333333333333
16,0.5014330893754959,0.5690934525595771,0.7910896045386285,0.6719328624809704,6531,0.8468392023759016,0.8917899622860459,0.8116524359618282,0.8207236842105262,0.7017994858611825,0.8182509505703423,0.3484848484848485,0.13592233009708737
17,0.49028878659009933,0.5627122140592999,0.790895447723862,0.67251445620286,6539,0.8468392023759016,0.8917899622860459,0.8116524359618282,0.8207236842105262,0.7017994858611825,0.8182509505703423,0.3484848484848485,0.1405750798722045
18,0.4909115917980671,0.5557802451981438,0.7909613941465854,0.6725425712188344,6538,0.8468392023759016,0.8917899622860459,0.8116524359618282,0.8207236842105262,0.7017994858611825,0.8182509505703423,0.3484848484848485,0.14080000000000004
19,0.5098364315927029,0.5378659731811948,0.7918858001502629,0.6729458445412566,6524,0.8468392023759016,0.8917899622860459,0.8116524359618282,0.8207236842105262,0.7017994858611825,0.8182509505703423,0.3484848484848485,0.14402618657937807
20,0.49796315282583237,0.523276342286004,0.7924150029237323,0.6731846939385691,6516,0.8468392023759016,0.8917899622860459,0.8116524359618282,0.8207236842105262,0.7017994858611825,0.8182509505703423,0.3484848484848485,0.14593698175787728
21,0.4601169042289257,0.5172260701656342,0.7920841683366733,0.6730346764819923,6521,0.8468392023759016,0.8917899622860459,0.8116524359618282,0.8207236842105262,0.7017994858611825,0.8182509505703423,0.3484848484848485,0.14473684210526316
22,0.4863175116479397,0.506323238213857,0.7928123694107815,0.6733680318553503,6510,0.8468392023759016,0.8917899622860459,0.8116524359618282,0.8207236842105262,0.7017994858611825,0.8182509505703423,0.3484848484848485,0.1474036850921273
23,0.4513743594288826,0.5087029884258906,0.7922164690162018,0.6730943864003526,6519,0.8468392023759016,0.8917899622860459,0.8116524359618282,0.8207236842105262,0.7017994858611825,0.8182509505703423,0.3484848484848485,0.1452145214521452
24,0.4485839754343033,0.5142532388369242,0.791194129419613,0.6729714173726806,6537,0.8468392023759016,0.8917899622860459,0.8116524359618282,0.8207236842105262,0.7017994858611825,0.8182509505703423,0.3484848484848485,0.14423076923076925
25,0.46913257613778114,0.5105723788340887,0.7913261050875731,0.6730293879390916,6535,0.8468392023759016,0.8917899622860459,0.8116524359618282,0.8207236842105262,0.7017994858611825,0.8182509505703423,0.3484848484848485,0.14469453376205788
26,0.4262911081314087,0.5162014414866766,0.7912601117504796,0.673000356130552,6536,0.8468392023759016,0.8917899622860459,0.8116524359618282,0.8207236842105262,0.7017994858611825,0.8182509505703423,0.3484848484848485,0.14446227929373995
27,0.42432602122426033,0.5099679330984751,0.791458124791458,0.673087732509157,6533,0.8468392023759016,0.8917899622860459,0.8116524359618282,0.8207236842105262,0.7017994858611825,0.8182509505703423,0.3484848484848485,0.14516129032258063
28,0.4501272961497307,0.502328548166487,0.791920540856356,0.6732949366348213,6526,0.8468392023759016,0.8917899622860459,0.8116524359618282,0.8207236842105262,0.7017994858611825,0.8182509505703423,0.3484848484848485,0.1468189233278956
29,0.4586540721356869,0.49856578807036084,0.792251169004676,0.6734458606925187,6521,0.8468392023759016,0.8917899622860459,0.8116524359618282,0.8207236842105262,0.7017994858611825,0.8182509505703423,0.3484848484848485,0.1480263157894737
30,0.4379538670182228,0.4907463871770435,0.7931120956281869,0.6738501342440445,6508,0.8468392023759016,0.8917899622860459,0.8116524359618282,0.8207236842105262,0.7017994858611825,0.8182509505703423,0.3484848484848485,0.15126050420168066
31,0.4539136402308941,0.4859052797158559,0.7932764676367284,0.6735866390154446,6503,0.8468392023759016,0.8917899622860459,0.8116524359618282,0.8207236842105262,0.7017994858611825,0.8182509505703423,0.3484848484848485,0.14915254237288136
32,0.408668614923954,0.4869351221455468,0.7932764676367284,0.6735866390154446,6503,0.8468392023759016,0.8917899622860459,0.8116524359618282,0.8207236842105262,0.7017994858611825,0.8182509505703423,0.3484848484848485,0.14915254237288136
33,0.4171585887670517,0.48750729858875275,0.7933428117420759,0.6736182927808039,6502,0.8468392023759016,0.8917899622860459,0.8116524359618282,0.8207236842105262,0.7017994858611825,0.8182509505703423,0.3484848484848485,0.1494057724957555
34,0.4289047047495842,0.48892249001397026,0.7932447119806036,0.6739139034279407,6506,0.8468392023759016,0.8917899622860459,0.8116524359618282,0.8207236842105262,0.7017994858611825,0.8182509505703423,0.3484848484848485,0.1517706576728499
35,0.41988979279994965,0.49194088412655723,0.7931120956281869,0.6738501342440445,6508,0.8468392023759016,0.8917899622860459,0.8116524359618282,0.8207236842105262,0.7017994858611825,0.8182509505703423,0.3484848484848485,0.15126050420168066
36,0.41673867404460907,0.49350497623284656,0.7933110367892976,0.6739459495972128,6505,0.8468392023759016,0.8917899622860459,0.8116524359618282,0.8207236842105262,0.7017994858611825,0.8182509505703423,0.3484848484848485,0.15202702702702703
37,0.42290518060326576,0.4898608989185757,0.7933773726900243,0.6739781042137583,6504,0.8468392023759016,0.8917899622860459,0.8116524359618282,0.8207236842105262,0.7017994858611825,0.8182509505703423,0.3484848484848485,0.1522842639593909
38,0.4206012897193432,0.4858460873365402,0.793608299171756,0.6737459900222532,6498,0.8468392023759016,0.8917899622860459,0.8116524359618282,0.8207236842105262,0.7017994858611825,0.8182509505703423,0.3484848484848485,0.15042735042735042
39,0.4333869516849518,0.48286421928140855,0.7941398074508164,0.6740066960021966,6490,0.8468392023759016,0.8917899622860459,0.8116524359618282,0.8207236842105262,0.7017994858611825,0.8182509505703423,0.3484848484848485,0.15251299826689774
