epoch,train_loss,valid_loss,micro_f1,macro_f1,predicted_positive_total,Reentrancy_f1,Access Control_f1,Arithmetic_f1,Unchecked Return Values_f1,DoS_f1,Time manipulation_f1,Front Running_f1,Bad Randomness_f1
1,0.6336199007928371,0.36507991949717206,0.8164008321775312,0.6698235235997868,6081,0.8468392023759016,0.8917899622860459,0.8116524359618282,0.8207236842105262,0.7017994858611825,0.8182509505703423,0.3484848484848485,0.11904761904761904
2,0.5141452141106129,0.2552836504247453,0.8177638997311129,0.678234496684673,6074,0.8468392023759016,0.8917899622860459,0.8116524359618282,0.8207236842105262,0.7017994858611825,0.8182509505703423,0.3484848484848485,0.18633540372670807
3,0.45946573838591576,0.27858433458540177,0.8118505796479175,0.6802133293415781,6190,0.8468392023759016,0.8917899622860459,0.8116524359618282,0.8207236842105262,0.7017994858611825,0.8182509505703423,0.3484848484848485,0.20216606498194944
4,0.43119332753121853,0.2594536162085003,0.813026293177522,0.684572200848464,6183,0.8468392023759016,0.8917899622860459,0.8116524359618282,0.8207236842105262,0.7017994858611825,0.8182509505703423,0.3484848484848485,0.23703703703703702
5,0.40658899769186974,0.23920197702116436,0.8145980375279739,0.6879425712188344,6163,0.8468392023759016,0.8917899622860459,0.8116524359618282,0.8207236842105262,0.7017994858611825,0.8182509505703423,0.3484848484848485,0.264
6,0.3786905128508806,0.23238485803206763,0.815012481707842,0.6900831334678303,6162,0.8468392023759016,0.8917899622860459,0.8116524359618282,0.8207236842105262,0.7017994858611825,0.8182509505703423,0.3484848484848485,0.28112449799196787
7,0.359189935028553,0.23212382280164295,0.8147638303364021,0.6902366888658933,6168,0.8468392023759016,0.8917899622860459,0.8116524359618282,0.8207236842105262,0.7017994858611825,0.8182509505703423,0.3484848484848485,0.2823529411764706
8,0.34435440972447395,0.22861178550455305,0.8135039945021905,0.6879096041858674,6186,0.8468392023759016,0.8917899622860459,0.8116524359618282,0.8207236842105262,0.7017994858611825,0.8182509505703423,0.3484848484848485,0.2637362637362637
9,0.34438770450651646,0.2282998106545872,0.8139874559670075,0.68999792177234,6184,0.8468392023759016,0.8917899622860459,0.8116524359618282,0.8207236842105262,0.7017994858611825,0.8182509505703423,0.3484848484848485,0.2804428044280443
10,0.338299460709095,0.2268725981314977,0.8142292490118577,0.6910536823299456,6183,0.8468392023759016,0.8917899622860459,0.8116524359618282,0.8207236842105262,0.7017994858611825,0.8182509505703423,0.3484848484848485,0.28888888888888886
11,0.31965145468711853,0.20731965452432632,0.8157396245910108,0.6935604573976962,6159,0.8468392023759016,0.8917899622860459,0.8116524359618282,0.8207236842105262,0.7017994858611825,0.8182509505703423,0.3484848484848485,0.3089430894308943
12,0.30690344236791134,0.21186579018831253,0.815178110480124,0.692344146021984,6167,0.8468392023759016,0.8917899622860459,0.8116524359618282,0.8207236842105262,0.7017994858611825,0.8182509505703423,0.3484848484848485,0.2992125984251969
13,0.3063719617202878,0.22090963108672035,0.8144391920928234,0.6914594251514187,6180,0.8468392023759016,0.8917899622860459,0.8116524359618282,0.8207236842105262,0.7017994858611825,0.8182509505703423,0.3484848484848485,0.29213483146067415
14,0.30868989787995815,0.20501006891330084,0.8160206718346252,0.6941987695659418,6155,0.8468392023759016,0.8917899622860459,0.8116524359618282,0.8207236842105262,0.7017994858611825,0.8182509505703423,0.3484848484848485,0.3140495867768595
15,0.2904919236898422,0.20989281270239088,0.8150696714261139,0.692733268893253,6171,0.8468392023759016,0.8917899622860459,0.8116524359618282,0.8207236842105262,0.7017994858611825,0.8182509505703423,0.3484848484848485,0.3023255813953488
16,0.28748001530766487,0.20113650378253725,0.8147893379191745,0.6921563116768497,6175,0.8468392023759016,0.8917899622860459,0.8116524359618282,0.8207236842105262,0.7017994858611825,0.8182509505703423,0.3484848484848485,0.29770992366412213
17,0.2864288352429867,0.20002604524294534,0.8149294805641555,0.6924425712188345,6173,0.8468392023759016,0.8917899622860459,0.8116524359618282,0.8207236842105262,0.7017994858611825,0.8182509505703423,0.3484848484848485,0.3
18,0.29211279563605785,0.19468517642882135,0.8155289661702677,0.6930951816606015,6162,0.8468392023759016,0.8917899622860459,0.8116524359618282,0.8207236842105262,0.7017994858611825,0.8182509505703423,0.3484848484848485,0.3052208835341365
19,0.3070803415030241,0.19049632880422804,0.8157078883913194,0.6928524072844082,6157,0.8468392023759016,0.8917899622860459,0.8116524359618282,0.8207236842105262,0.7017994858611825,0.8182509505703423,0.3484848484848485,0.30327868852459017
20,0.2738587837666273,0.20739957690238953,0.8141653773422728,0.6897170073090599,6179,0.8468392023759016,0.8917899622860459,0.8116524359618282,0.8207236842105262,0.7017994858611825,0.8182509505703423,0.3484848484848485,0.2781954887218045
21,0.26988982036709785,0.2083300318982866,0.8142672969488611,0.6905230955634036,6180,0.8468392023759016,0.8917899622860459,0.8116524359618282,0.8207236842105262,0.7017994858611825,0.8182509505703423,0.3484848484848485,0.2846441947565543
