title,baseline,member_count,test_micro_f1,test_macro_f1,test_detection_f1,front_running_f1,front_running_tp,front_running_fp,front_running_fn,bad_randomness_f1,bad_randomness_tp,bad_randomness_fp,bad_randomness_fn,rare_mean_f1,baseline_rare_mean_f1,macro_delta_vs_baseline,micro_delta_vs_baseline,acceptance,valid_macro_f1,valid_micro_f1,label_names
DIVE seed ensemble summary,"{'micro_f1': 0.8240858035638883, 'macro_f1': 0.7452721843450687, 'detection_f1': 0.9465041054988804, 'front_f1': 0.5384615384615384, 'bad_randomness_f1': 0.5882352941176471}",5,0.8348141119641164,0.7489162629312216,0.9501858736059479,0.5,28,34,22,0.5901639344262295,36,14,36,0.5450819672131147,0.5633484162895928,0.003644078586152899,0.010728308400228093,"{'macro_improves': True, 'micro_drop_within_0_002': True, 'rare_mean_not_lower': False, 'main_candidate': False, 'adopt_as_main': False}",0.7987464101434578,0.8435385949696443,"['Reentrancy', 'Access Control', 'Arithmetic', 'Unchecked Return Values', 'DoS', 'Bad Randomness', 'Front Running', 'Time manipulation']"
