threshold,micro_precision,micro_recall,micro_f1,macro_precision,macro_recall,macro_f1,predicted_positive_total
0.05,0.6636202081746636,0.9583868010999084,0.7842196054901374,0.5940091678571315,0.8889160937827673,0.7086022935633713,7878
0.1,0.6945680010783124,0.9446379468377635,0.8005281963647661,0.6303570119965565,0.8661529517284806,0.726531629218447,7419
0.15,0.7152670685546053,0.9352887259395051,0.8106132824912615,0.6589148775292976,0.8553300974725333,0.740941417767707,7133
0.2,0.7307970490380442,0.9261228230980751,0.8169469598965071,0.6789477966624688,0.8453574907864658,0.749731519844419,6913
0.25,0.7393357933579335,0.9182401466544454,0.8191332788225674,0.6915729354556814,0.8360439433103912,0.7533301322790489,6775
0.3,0.7500377130788958,0.9114573785517873,0.8229063224097981,0.7040235987222241,0.829072256007988,0.7573572492535315,6629
0.35,0.758329494856441,0.9054078826764437,0.8253676470588236,0.7141461414329071,0.8242238692506394,0.761585014828946,6513
0.4,0.7662907268170426,0.8967919340054995,0.826421150435003,0.725963153991533,0.8159076060353501,0.7639008941061587,6384
0.45,0.7741368286445013,0.8878093492208983,0.8270856459738707,0.7335611433285294,0.8096756332037558,0.7656799800698288,6256
0.5,0.7810564069122922,0.8782768102658112,0.8268185348174993,0.7441325775763898,0.8002024548416186,0.7668231341939946,6134
0.55,0.7886340977068793,0.8700274977085243,0.8273337400854179,0.7525490680684757,0.7931335997116622,0.768337960551877,6018
0.6,0.7951848084096304,0.8597616865261228,0.8262133356821986,0.7645039717767059,0.7855104245954696,0.7704151330706699,5898
0.65,0.8024066968957098,0.8434463794683776,0.8224148717490394,0.7684039497126778,0.7664855242284896,0.7631715066430635,5734
0.7,0.811790156841536,0.8254812098991751,0.8185784402835847,0.7803944415673583,0.7535576333658582,0.7626073459980278,5547
0.75,0.8230999625608386,0.8060494958753437,0.8144855052329351,0.7927296903934586,0.7332807640092747,0.7574613734728074,5342
0.8,0.8338539632955877,0.7829514207149404,0.8076013992625508,0.8055266679043809,0.7173942393472333,0.7550745260392553,5122
0.85,0.8449208992506245,0.7440879926672778,0.7913051954381519,0.8212986915272207,0.684879464181981,0.7424680593617309,4804
0.9,0.8558972005507114,0.6837763519706691,0.760216039947009,0.8308156127017357,0.6369939878636002,0.7162834614059146,4358
0.95,0.8716016150740242,0.593583868010999,0.7062159214830971,0.8449861063945519,0.5682463736213005,0.6755474720467969,3715
