Behavior contribution summary

experiment_name: train_dive_side_scale_200_batch64_ep50
split: test
checkpoint_epoch: 20
evaluated_samples: 2233
threshold_source: validation_selected_per_label

Primary table: predicted-positive, attention-weighted behavior means
label | accuracy | precision | recall | f1 | support | predicted | risk_mean | protective_mean | missing_check_mean | final_evidence_mean | tp_final | fp_final | fn_final
------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------
Reentrancy | 0.836095 | 0.795264 | 0.913960 | 0.850490 | 1139 | 1309 | 0.585735 | 0.541295 | 0.025812 | 0.140506 | 0.145756 | 0.120110 | 0.106520
Access Control | 0.835647 | 0.849840 | 0.949435 | 0.896881 | 1681 | 1878 | 1.022891 | 0.163599 | 0.732775 | 3.184133 | 3.209238 | 3.042052 | 2.650407
Arithmetic | 0.810569 | 0.740402 | 0.853530 | 0.792952 | 949 | 1094 | 0.779075 | 0.017541 | 0.755204 | 3.033476 | 3.050245 | 2.985649 | 2.846973
Unchecked Return Values | 0.906404 | 0.802932 | 0.848537 | 0.825105 | 581 | 614 | 1.058918 | 0.662132 | 0.025804 | 0.845178 | 0.864316 | 0.767203 | 0.830211
DoS | 0.884908 | 0.646617 | 0.689840 | 0.667529 | 374 | 399 | 0.739191 | 0.451475 | 0.031083 | 0.637597 | 0.663148 | 0.590843 | 0.606607
Bad Randomness | 0.977161 | 0.744186 | 0.444444 | 0.556522 | 72 | 43 | 0.568500 | 0.370866 | 0.723597 | 1.842462 | 1.971227 | 1.467871 | 2.050922
Front Running | 0.976713 | 0.477273 | 0.420000 | 0.446809 | 50 | 44 | 0.625980 | 0.479615 | 0.348319 | 0.989369 | 0.594673 | 1.349743 | 0.971176
Time manipulation | 0.874160 | 0.783228 | 0.774648 | 0.778914 | 639 | 632 | 0.681467 | 0.290465 | 0.775156 | 2.332315 | 2.477536 | 1.807614 | 1.717912
