epoch,train_loss,valid_loss,micro_f1,macro_f1,predicted_positive_total,Reentrancy_f1,Access Control_f1,Arithmetic_f1,Unchecked Return Values_f1,DoS_f1,Time manipulation_f1,Front Running_f1
12,0.4705534763634205,0.5269937929179933,0.8010542424757694,0.7239067877969853,6360,0.8468392023759016,0.8917899622860459,0.8116524359618282,0.8207236842105262,0.7017994858611825,0.8182509505703423,0.1762917933130699
13,0.43299856036901474,0.5129378437995911,0.8022820163487738,0.7246151030379753,6342,0.8468392023759016,0.8917899622860459,0.8116524359618282,0.8207236842105262,0.7017994858611825,0.8182509505703423,0.18125000000000002
14,0.4354257769882679,0.5087987664673064,0.8022820163487738,0.7246151030379753,6342,0.8468392023759016,0.8917899622860459,0.8116524359618282,0.8207236842105262,0.7017994858611825,0.8182509505703423,0.18125000000000002
15,0.410425391048193,0.505772160159217,0.8047488896481039,0.7261583859140395,6306,0.8468392023759016,0.8917899622860459,0.8116524359618282,0.8207236842105262,0.7017994858611825,0.8182509505703423,0.1920529801324503
16,0.42507126927375793,0.49809671110577053,0.8057123311099709,0.726809412965336,6292,0.8468392023759016,0.8917899622860459,0.8116524359618282,0.8207236842105262,0.7017994858611825,0.8182509505703423,0.19661016949152543
17,0.4056185558438301,0.48871491849422455,0.8068162356567906,0.7275923305143316,6276,0.8468392023759016,0.8917899622860459,0.8116524359618282,0.8207236842105262,0.7017994858611825,0.8182509505703423,0.20209059233449478
18,0.4366426505148411,0.46884452137682175,0.8077846364883401,0.7283140826298119,6262,0.8468392023759016,0.8917899622860459,0.8116524359618282,0.8207236842105262,0.7017994858611825,0.8182509505703423,0.20714285714285713
19,0.4112173952162266,0.4455583261118995,0.808755364806867,0.7290728476742913,6248,0.8468392023759016,0.8917899622860459,0.8116524359618282,0.8207236842105262,0.7017994858611825,0.8182509505703423,0.21245421245421245
20,0.3912011943757534,0.44266964660750496,0.8089308716187203,0.728825229787381,6243,0.8468392023759016,0.8917899622860459,0.8116524359618282,0.8207236842105262,0.7017994858611825,0.8182509505703423,0.21072088724584104
21,0.4129275903105736,0.4507465660572052,0.8090331444272713,0.7292968373553184,6244,0.8468392023759016,0.8917899622860459,0.8116524359618282,0.8207236842105262,0.7017994858611825,0.8182509505703423,0.21402214022140223
22,0.3597230240702629,0.4603164808617698,0.8087881908685204,0.7294834554884444,6250,0.8468392023759016,0.8917899622860459,0.8116524359618282,0.8207236842105262,0.7017994858611825,0.8182509505703423,0.21532846715328469
23,0.35009966790676117,0.4708458019627465,0.808441279917646,0.7292053252027905,6255,0.8468392023759016,0.8917899622860459,0.8116524359618282,0.8207236842105262,0.7017994858611825,0.8182509505703423,0.21338155515370708
24,0.39172352477908134,0.472886065642039,0.8082697091876125,0.7286886628416436,6255,0.8468392023759016,0.8917899622860459,0.8116524359618282,0.8207236842105262,0.7017994858611825,0.8182509505703423,0.20976491862567812
25,0.3652934841811657,0.46593625843524933,0.8088942307692307,0.7291844307690676,6246,0.8468392023759016,0.8917899622860459,0.8116524359618282,0.8207236842105262,0.7017994858611825,0.8182509505703423,0.21323529411764708
26,0.37335850298404694,0.451141561071078,0.8101461736887361,0.730226862951066,6228,0.8468392023759016,0.8917899622860459,0.8116524359618282,0.8207236842105262,0.7017994858611825,0.8182509505703423,0.22053231939163495
27,0.3690560683608055,0.43366607692506576,0.8110202324580285,0.7305925282546372,6213,0.8468392023759016,0.8917899622860459,0.8116524359618282,0.8207236842105262,0.7017994858611825,0.8182509505703423,0.22309197651663404
28,0.3466212637722492,0.4276142070690791,0.8119989656064133,0.7314902826872997,6199,0.8468392023759016,0.8917899622860459,0.8116524359618282,0.8207236842105262,0.7017994858611825,0.8182509505703423,0.22937625754527166
29,0.3571879081428051,0.43683646950456834,0.8117190866006032,0.7312286616350667,6203,0.8468392023759016,0.8917899622860459,0.8116524359618282,0.8207236842105262,0.7017994858611825,0.8182509505703423,0.22754491017964074
30,0.33736210875213146,0.4553476158115599,0.8112622696745309,0.7312152430939977,6212,0.8468392023759016,0.8917899622860459,0.8116524359618282,0.8207236842105262,0.7017994858611825,0.8182509505703423,0.2274509803921569
31,0.34530457481741905,0.45609162251154584,0.8114718801136853,0.7314075093496123,6209,0.8468392023759016,0.8917899622860459,0.8116524359618282,0.8207236842105262,0.7017994858611825,0.8182509505703423,0.22879684418145957
32,0.3449697569012642,0.4471265822649002,0.8119613926232333,0.7318651030379753,6202,0.8468392023759016,0.8917899622860459,0.8116524359618282,0.8207236842105262,0.7017994858611825,0.8182509505703423,0.23199999999999998
33,0.3356129564344883,0.4389479044410918,0.8120313711971042,0.7319315215893637,6201,0.8468392023759016,0.8917899622860459,0.8116524359618282,0.8207236842105262,0.7017994858611825,0.8182509505703423,0.23246492985971945
34,0.3309311307966709,0.4315654519531462,0.8124514960765715,0.7323356912732694,6195,0.8468392023759016,0.8917899622860459,0.8116524359618282,0.8207236842105262,0.7017994858611825,0.8182509505703423,0.23529411764705882
35,0.35159410908818245,0.4304596434036891,0.8124514960765715,0.7323356912732694,6195,0.8468392023759016,0.8917899622860459,0.8116524359618282,0.8207236842105262,0.7017994858611825,0.8182509505703423,0.23529411764705882
36,0.3148357532918453,0.4301134794950485,0.8123114061557031,0.7321998793727514,6197,0.8468392023759016,0.8917899622860459,0.8116524359618282,0.8207236842105262,0.7017994858611825,0.8182509505703423,0.23434343434343435
37,0.31917426362633705,0.4326981239848667,0.8122413793103449,0.7321323841439659,6198,0.8468392023759016,0.8917899622860459,0.8116524359618282,0.8207236842105262,0.7017994858611825,0.8182509505703423,0.2338709677419355
38,0.33436410315334797,0.43633350398805404,0.8123814450767375,0.7322676478615726,6196,0.8468392023759016,0.8917899622860459,0.8116524359618282,0.8207236842105262,0.7017994858611825,0.8182509505703423,0.23481781376518215
39,0.30710654333233833,0.4336398111449348,0.8122413793103449,0.7321323841439659,6198,0.8468392023759016,0.8917899622860459,0.8116524359618282,0.8207236842105262,0.7017994858611825,0.8182509505703423,0.2338709677419355
40,0.31359806284308434,0.4317346860965093,0.8123114061557031,0.7321998793727514,6197,0.8468392023759016,0.8917899622860459,0.8116524359618282,0.8207236842105262,0.7017994858611825,0.8182509505703423,0.23434343434343435
41,0.3584372065961361,0.423911785085996,0.8130123392872552,0.7328901398568265,6187,0.8468392023759016,0.8917899622860459,0.8116524359618282,0.8207236842105262,0.7017994858611825,0.8182509505703423,0.23917525773195872
42,0.2997086513787508,0.41722313231892055,0.8130824991370382,0.7329607346790613,6186,0.8468392023759016,0.8917899622860459,0.8116524359618282,0.8207236842105262,0.7017994858611825,0.8182509505703423,0.2396694214876033
43,0.3017441015690565,0.41341570185290444,0.8133632596685083,0.7332460554189275,6182,0.8468392023759016,0.8917899622860459,0.8116524359618282,0.8207236842105262,0.7017994858611825,0.8182509505703423,0.24166666666666667
44,0.3221288397908211,0.4118139578236474,0.8133632596685083,0.7332460554189275,6182,0.8468392023759016,0.8917899622860459,0.8116524359618282,0.8207236842105262,0.7017994858611825,0.8182509505703423,0.24166666666666667
45,0.3570101484656334,0.4089106453789605,0.813503712657572,0.7333905065048013,6180,0.8468392023759016,0.8917899622860459,0.8116524359618282,0.8207236842105262,0.7017994858611825,0.8182509505703423,0.2426778242677824
46,0.307357981801033,0.4059871021244261,0.813503712657572,0.7333905065048013,6180,0.8468392023759016,0.8917899622860459,0.8116524359618282,0.8207236842105262,0.7017994858611825,0.8182509505703423,0.2426778242677824
47,0.30917011201381683,0.4055476403898663,0.813503712657572,0.7333905065048013,6180,0.8468392023759016,0.8917899622860459,0.8116524359618282,0.8207236842105262,0.7017994858611825,0.8182509505703423,0.2426778242677824
48,0.3051749300211668,0.40683817863464355,0.813503712657572,0.7333905065048013,6180,0.8468392023759016,0.8917899622860459,0.8116524359618282,0.8207236842105262,0.7017994858611825,0.8182509505703423,0.2426778242677824
49,0.33984649181365967,0.4067176779111226,0.8134334801001468,0.7333181301778499,6181,0.8468392023759016,0.8917899622860459,0.8116524359618282,0.8207236842105262,0.7017994858611825,0.8182509505703423,0.24217118997912315
50,0.29347943142056465,0.40637433860037064,0.813503712657572,0.7333905065048013,6180,0.8468392023759016,0.8917899622860459,0.8116524359618282,0.8207236842105262,0.7017994858611825,0.8182509505703423,0.2426778242677824
51,0.34244634583592415,0.4041287518209881,0.8136442141623489,0.7335361714653461,6178,0.8468392023759016,0.8917899622860459,0.8116524359618282,0.8207236842105262,0.7017994858611825,0.8182509505703423,0.2436974789915966
52,0.3194170780479908,0.4036257366339366,0.813503712657572,0.7333905065048013,6180,0.8468392023759016,0.8917899622860459,0.8116524359618282,0.8207236842105262,0.7017994858611825,0.8182509505703423,0.2426778242677824
53,0.29485954344272614,0.40627740654680466,0.813503712657572,0.7333905065048013,6180,0.8468392023759016,0.8917899622860459,0.8116524359618282,0.8207236842105262,0.7017994858611825,0.8182509505703423,0.2426778242677824
54,0.30830267816782,0.40761857231458026,0.8133632596685083,0.7332460554189275,6182,0.8468392023759016,0.8917899622860459,0.8116524359618282,0.8207236842105262,0.7017994858611825,0.8182509505703423,0.24166666666666667
55,0.30402285419404507,0.41047993302345276,0.8132930513595166,0.7331742803471525,6183,0.8468392023759016,0.8917899622860459,0.8116524359618282,0.8207236842105262,0.7017994858611825,0.8182509505703423,0.24116424116424118
56,0.29372790083289146,0.41557739343908096,0.8132930513595166,0.7331742803471525,6183,0.8468392023759016,0.8917899622860459,0.8116524359618282,0.8207236842105262,0.7017994858611825,0.8182509505703423,0.24116424116424118
57,0.3212331272661686,0.4184831778208415,0.8132228551700329,0.7331028030972521,6184,0.8468392023759016,0.8917899622860459,0.8116524359618282,0.8207236842105262,0.7017994858611825,0.8182509505703423,0.24066390041493776
58,0.3275713175535202,0.4177934593624539,0.8132228551700329,0.7331028030972521,6184,0.8468392023759016,0.8917899622860459,0.8116524359618282,0.8207236842105262,0.7017994858611825,0.8182509505703423,0.24066390041493776
59,0.3280066754668951,0.41557134356763625,0.8132930513595166,0.7331742803471525,6183,0.8468392023759016,0.8917899622860459,0.8116524359618282,0.8207236842105262,0.7017994858611825,0.8182509505703423,0.24116424116424118
60,0.31611111760139465,0.4145328534973992,0.8132930513595166,0.7331742803471525,6183,0.8468392023759016,0.8917899622860459,0.8116524359618282,0.8207236842105262,0.7017994858611825,0.8182509505703423,0.24116424116424118
61,0.29411681927740574,0.41251582900683087,0.8132930513595166,0.7331742803471525,6183,0.8468392023759016,0.8917899622860459,0.8116524359618282,0.8207236842105262,0.7017994858611825,0.8182509505703423,0.24116424116424118
62,0.29938676953315735,0.4111619508928723,0.8132930513595166,0.7331742803471525,6183,0.8468392023759016,0.8917899622860459,0.8116524359618282,0.8207236842105262,0.7017994858611825,0.8182509505703423,0.24116424116424118
63,0.31297870352864265,0.4067516177892685,0.8133632596685083,0.7332460554189275,6182,0.8468392023759016,0.8917899622860459,0.8116524359618282,0.8207236842105262,0.7017994858611825,0.8182509505703423,0.24166666666666667
64,0.3064035326242447,0.4061020430591371,0.8133632596685083,0.7332460554189275,6182,0.8468392023759016,0.8917899622860459,0.8116524359618282,0.8207236842105262,0.7017994858611825,0.8182509505703423,0.24166666666666667
65,0.30679270438849926,0.4054771578974194,0.8134334801001468,0.7333181301778499,6181,0.8468392023759016,0.8917899622860459,0.8116524359618282,0.8207236842105262,0.7017994858611825,0.8182509505703423,0.24217118997912315
66,0.3008098490536213,0.4054384347465303,0.8134334801001468,0.7333181301778499,6181,0.8468392023759016,0.8917899622860459,0.8116524359618282,0.8207236842105262,0.7017994858611825,0.8182509505703423,0.24217118997912315
67,0.30901793017983437,0.4053390787707435,0.8134334801001468,0.7333181301778499,6181,0.8468392023759016,0.8917899622860459,0.8116524359618282,0.8207236842105262,0.7017994858611825,0.8182509505703423,0.24217118997912315
68,0.312750730663538,0.40579285720984143,0.8133632596685083,0.7332460554189275,6182,0.8468392023759016,0.8917899622860459,0.8116524359618282,0.8207236842105262,0.7017994858611825,0.8182509505703423,0.24166666666666667
69,0.3379463963210583,0.40590839253531563,0.8133632596685083,0.7332460554189275,6182,0.8468392023759016,0.8917899622860459,0.8116524359618282,0.8207236842105262,0.7017994858611825,0.8182509505703423,0.24166666666666667
70,0.3125756308436394,0.40541064573658836,0.8133632596685083,0.7332460554189275,6182,0.8468392023759016,0.8917899622860459,0.8116524359618282,0.8207236842105262,0.7017994858611825,0.8182509505703423,0.24166666666666667
71,0.3109855577349663,0.4047461698452632,0.8133632596685083,0.7332460554189275,6182,0.8468392023759016,0.8917899622860459,0.8116524359618282,0.8207236842105262,0.7017994858611825,0.8182509505703423,0.24166666666666667
