epoch,train_loss,valid_loss,micro_f1,macro_f1,predicted_positive_total,Reentrancy_f1,Access Control_f1,Arithmetic_f1,Unchecked Return Values_f1,DoS_f1,Time manipulation_f1
1,0.5714711847049849,0.5129114455646939,0.7554661535770509,0.710983504931793,6098,0.7491039426523298,0.8644708423326134,0.7212035731076634,0.7334924423229913,0.5390070921985816,0.658623136976579
2,0.5043066150375775,0.47906095451778835,0.7678752965096577,0.7325659662586319,6468,0.791002044989775,0.8652597402597403,0.7134376686454399,0.7635542168674699,0.574642126789366,0.6875000000000001
3,0.4664879107049533,0.4528581566280789,0.7955470632217331,0.7614090398339858,6701,0.8196202531645569,0.8792401628222524,0.7594696969696969,0.7616959064327485,0.6222222222222223,0.7262059973924381
4,0.43701964446476527,0.432134038872189,0.8043802014892685,0.76883341434122,6079,0.818297331639136,0.8803697661772701,0.7623811905952975,0.7885802469135802,0.6074895977808599,0.7558823529411764
5,0.4115881847483771,0.40967368748452926,0.8124890676928459,0.7850279257877876,6098,0.822398662766402,0.8790840547333146,0.7750730282375853,0.8022598870056497,0.6538952745849298,0.7774566473988439
6,0.39375055176871165,0.4031742248270247,0.8174461197717011,0.791207959979419,6403,0.8316666666666668,0.8814691151919867,0.7990543735224586,0.7933383800151401,0.6666666666666666,0.7750525578135948
7,0.373856381220477,0.4077243622806337,0.8138992134151612,0.7847006160566314,6233,0.8303901437371664,0.8892589508742714,0.7814702920443102,0.8111888111888113,0.6412371134020619,0.7546583850931676
8,0.3596614737595831,0.3898244748512904,0.8230480736447325,0.7958385925604426,6396,0.8315151515151514,0.8920056100981767,0.8001885014137605,0.8146989835809226,0.6504961411245866,0.7861271676300579
9,0.3445676543882915,0.3996027708053589,0.8176122827141974,0.7931843813896223,5997,0.8280254777070064,0.8809315866084425,0.7916056612981943,0.8089528377298162,0.6636155606407322,0.7859751643535426
10,0.3283229727830206,0.40353625681665206,0.819565804882443,0.7962043472369985,5765,0.8234258036107441,0.8805797101449275,0.785569105691057,0.8081761006289309,0.6838709677419356,0.7956043956043957
11,0.31369570472410746,0.40944404237800175,0.8229681978798588,0.7971863995313023,5984,0.8288973384030419,0.8847154001733601,0.8,0.8218298555377207,0.6537059538274607,0.793969849246231
12,0.3000342071056366,0.41122059689627755,0.8269247690277166,0.8004304179076615,6029,0.8393148450244698,0.8883787661406026,0.8023255813953488,0.8175298804780876,0.6716232961586122,0.783410138248848
13,0.2848304917769773,0.4102528740962346,0.8217302391748911,0.7969609319117793,5911,0.8352013283520132,0.8812572759022119,0.7948591201186356,0.8133971291866029,0.6731001206272619,0.7839506172839507
14,0.2738383967961584,0.418263198600875,0.8285664457621207,0.8031608188487902,6132,0.8372681281618887,0.8899108939350389,0.8123249299719887,0.8059701492537313,0.6851385390428211,0.7883522727272727
15,0.25894784490977013,0.42293957041369545,0.825290002656513,0.799556215131501,5957,0.8293718166383701,0.8924762179302392,0.7952286282306162,0.817391304347826,0.6604651162790697,0.8024042073628851
16,0.24713122195431164,0.4428415397802989,0.8275559455901711,0.8041169779720239,6059,0.8352459016393443,0.8883761176809922,0.8021706956092749,0.8168557536466775,0.6778523489932887,0.8042010502625656
17,0.23657248722655433,0.4635123494598601,0.8288431061806656,0.8024727661352037,6022,0.8355932203389831,0.8938483547925609,0.8065605402797877,0.8112764291307752,0.6773794808405439,0.7901785714285714
18,0.22959283569029398,0.45981931024127537,0.8307310149041874,0.8040579625072923,5936,0.8399668325041458,0.8936291240045506,0.8073852295409182,0.793103448275862,0.6918075422626787,0.7984555984555985
19,0.2194730632007122,0.4726787904898326,0.8278512692170182,0.802720612468962,5852,0.8338421282163105,0.8901162790697675,0.8078048780487804,0.8191403081914032,0.6635838150289018,0.8018362662586075
20,0.2120197007698672,0.4808182799153858,0.8292065787095608,0.8043635049281299,5730,0.8359375,0.8903751090433265,0.805168986083499,0.8123476848090982,0.684863523573201,0.7974882260596546
21,0.2053591666477067,0.4906577699714237,0.8259305880237368,0.8030404174401516,5786,0.8256721595836949,0.8900523560209425,0.7954110898661567,0.8078175895765471,0.7024265644955299,0.7968627450980392
22,0.19425998436553138,0.5138775358597437,0.8237585199610518,0.7982494034434645,5961,0.8325678496868476,0.8807017543859649,0.8046309696092618,0.8152866242038216,0.6566037735849055,0.7997054491899853
23,0.1893833754318101,0.5134231017695533,0.8281096526475578,0.8030120916320355,5863,0.835506941522928,0.8878558977338756,0.8056502679006331,0.7983193277310925,0.6818181818181819,0.8089219330855019
24,0.1803929000028542,0.523036875658565,0.8260195237660797,0.8044736573025991,5625,0.8235294117647058,0.884185773074662,0.7989717223650386,0.8200493015612161,0.6939281288723669,0.8061776061776063
25,0.1761146037706307,0.5334855152501,0.8296654142064771,0.8067043936107869,5842,0.8320209973753281,0.888111888111888,0.8141592920353982,0.822857142857143,0.6872037914691943,0.7958732498157701
26,0.1694287511919226,0.544860366317961,0.8318310115633252,0.8079034432625715,5647,0.8380373425966131,0.8910312591294186,0.8053491827637446,0.8148148148148149,0.7022696929238986,0.7959183673469388
27,0.16207591252667564,0.5657094220320383,0.8323315690320265,0.8094428133101245,5811,0.8375634517766497,0.8917824074074073,0.7999999999999999,0.8195364238410596,0.700507614213198,0.8072669826224329
28,0.16026022796119962,0.5773031645350986,0.8261028071454611,0.8026257706987522,5636,0.8351648351648351,0.8825958702064897,0.8081424936386769,0.8093699515347335,0.6926952141057934,0.7877862595419848
29,0.1570006893149444,0.5892690072456995,0.8218155330966038,0.7956082089787128,5647,0.8207630878438331,0.8855228662976989,0.801,0.8090249798549558,0.6582914572864322,0.7990468625893566
30,0.152137508935162,0.5886367609103521,0.8328058594809656,0.81058056900271,5723,0.8393013100436681,0.8847497089639115,0.8122489959839357,0.823248407643312,0.6993548387096773,0.8045801526717556
31,0.14652175403067044,0.5983545531829199,0.8285896153496408,0.8064164555685333,5661,0.834901625320787,0.8858858858858859,0.8038229376257546,0.811336032388664,0.6967418546365916,0.8058103975535168
32,0.14464097012366567,0.6036655522055097,0.8285714285714286,0.8063012276910871,5724,0.833116601647161,0.8898079763663219,0.7987897125567321,0.8084112149532712,0.7070707070707071,0.8006111535523301
33,0.1387577621532338,0.616032236152225,0.8311781609195402,0.8090940348347205,5800,0.8341111582520153,0.8873362445414847,0.8102513553474618,0.8142741281427412,0.7095115681233933,0.7990797546012269
34,0.13567053037030355,0.6460743910736508,0.832167832167832,0.8078297663532378,5818,0.8380221653878942,0.8943846377654933,0.8097087378640776,0.8035143769968052,0.7072538860103628,0.7940947940947941
35,0.13334677607885428,0.6399211767647002,0.82869106135081,0.8051469363808551,5650,0.8324697754749568,0.8884321785085144,0.8051561725334656,0.8046744574290485,0.7026315789473685,0.7975174553917764
36,0.12963503444833416,0.6536790364318423,0.8337375370520076,0.8115984631863626,5797,0.8373083475298125,0.8906929544795593,0.8074473297403234,0.8181818181818181,0.7060301507537688,0.8099301784328936
