epoch,train_loss,valid_loss,micro_f1,macro_f1,predicted_positive_total,Reentrancy_f1,Access Control_f1,Arithmetic_f1,Unchecked Return Values_f1,DoS_f1,Time manipulation_f1,Front Running_f1,Bad Randomness_f1
1,0.6829054951667786,0.5668644805749258,0.7927352223997309,0.6620854283616915,6438,0.8468392023759016,0.8917899622860459,0.8116524359618282,0.8207236842105262,0.7017994858611825,0.8182509505703423,0.3484848484848485,0.05714285714285715
2,0.617616955190897,0.44483647412723964,0.8099415204678363,0.6645579558342191,6173,0.8468392023759016,0.8917899622860459,0.8116524359618282,0.8207236842105262,0.7017994858611825,0.8182509505703423,0.3484848484848485,0.07692307692307693
3,0.5725972391664982,0.35295650362968445,0.8164716081491112,0.669912631099074,6080,0.8468392023759016,0.8917899622860459,0.8116524359618282,0.8207236842105262,0.7017994858611825,0.8182509505703423,0.3484848484848485,0.11976047904191617
4,0.5383398793637753,0.3033921801381641,0.8178819444444445,0.6746794133240976,6065,0.8468392023759016,0.8917899622860459,0.8116524359618282,0.8207236842105262,0.7017994858611825,0.8182509505703423,0.3484848484848485,0.15789473684210528
5,0.5064194146543741,0.2818758918179406,0.8164184274333218,0.6757759045521677,6093,0.8468392023759016,0.8917899622860459,0.8116524359618282,0.8207236842105262,0.7017994858611825,0.8182509505703423,0.3484848484848485,0.16666666666666666
6,0.47875018790364265,0.27105483495526844,0.8157621845834774,0.6806778653364814,6117,0.8468392023759016,0.8917899622860459,0.8116524359618282,0.8207236842105262,0.7017994858611825,0.8182509505703423,0.3484848484848485,0.20588235294117646
7,0.4560157582163811,0.2679888250099288,0.8147254073627037,0.6830810993573626,6144,0.8468392023759016,0.8917899622860459,0.8116524359618282,0.8207236842105262,0.7017994858611825,0.8182509505703423,0.3484848484848485,0.2251082251082251
8,0.4402346517890692,0.26481594890356064,0.813737304183164,0.6829425712188344,6163,0.8468392023759016,0.8917899622860459,0.8116524359618282,0.8207236842105262,0.7017994858611825,0.8182509505703423,0.3484848484848485,0.22400000000000003
9,0.434124356135726,0.2593330086933242,0.8140876603806079,0.683513999790263,6158,0.8468392023759016,0.8917899622860459,0.8116524359618282,0.8207236842105262,0.7017994858611825,0.8182509505703423,0.3484848484848485,0.2285714285714286
10,0.4221583269536495,0.2559259260694186,0.8139795127829904,0.6840590370822882,6162,0.8468392023759016,0.8917899622860459,0.8116524359618282,0.8207236842105262,0.7017994858611825,0.8182509505703423,0.3484848484848485,0.2329317269076305
