epoch,train_loss,valid_loss,micro_f1,macro_f1,predicted_positive_total,Reentrancy_f1,Access Control_f1,Arithmetic_f1,Unchecked Return Values_f1,DoS_f1,Time manipulation_f1,Front Running_f1
1,0.7350598834455013,0.659630192650689,0.7812317693141095,0.709576196413873,6597,0.8468392023759016,0.8917899622860459,0.8116524359618282,0.8207236842105262,0.7017994858611825,0.8182509505703423,0.07597765363128492
2,0.6379100270569324,0.492785029941135,0.8089265634460687,0.7131017394868655,6159,0.8468392023759016,0.8917899622860459,0.8116524359618282,0.8207236842105262,0.7017994858611825,0.8182509505703423,0.10065645514223194
3,0.5594109855592251,0.3694697833723492,0.8191778420545183,0.7174576088927761,6007,0.8468392023759016,0.8917899622860459,0.8116524359618282,0.8207236842105262,0.7017994858611825,0.8182509505703423,0.13114754098360654
4,0.49801236391067505,0.29813187486595577,0.8223707351389377,0.7232425017586576,5970,0.8468392023759016,0.8917899622860459,0.8116524359618282,0.8207236842105262,0.7017994858611825,0.8182509505703423,0.17164179104477612
5,0.45444104075431824,0.27095076855685973,0.8225267966965383,0.7274992243123842,5980,0.8468392023759016,0.8917899622860459,0.8116524359618282,0.8207236842105262,0.7017994858611825,0.8182509505703423,0.20143884892086328
6,0.41390580497682095,0.26756247795290417,0.8209033613445378,0.7308651030379751,6022,0.8468392023759016,0.8917899622860459,0.8116524359618282,0.8207236842105262,0.7017994858611825,0.8182509505703423,0.225
7,0.40223189257085323,0.26250208500358796,0.8208759506949909,0.7345431414175062,6037,0.8468392023759016,0.8917899622860459,0.8116524359618282,0.8207236842105262,0.7017994858611825,0.8182509505703423,0.2507462686567164
8,0.37993837520480156,0.2573799846900834,0.8216159496327388,0.7374485798021748,6034,0.8468392023759016,0.8917899622860459,0.8116524359618282,0.8207236842105262,0.7017994858611825,0.8182509505703423,0.2710843373493976
9,0.39352175034582615,0.2531384535961681,0.8215441112179768,0.7373322845051566,6035,0.8468392023759016,0.8917899622860459,0.8116524359618282,0.8207236842105262,0.7017994858611825,0.8182509505703423,0.27027027027027023
10,0.3624941874295473,0.2507576578193241,0.8214316930338256,0.7377218219866822,6039,0.8468392023759016,0.8917899622860459,0.8116524359618282,0.8207236842105262,0.7017994858611825,0.8182509505703423,0.27299703264094954
11,0.3667220827192068,0.2521498550971349,0.8209606986899564,0.7375331459776945,6048,0.8468392023759016,0.8917899622860459,0.8116524359618282,0.8207236842105262,0.7017994858611825,0.8182509505703423,0.2716763005780347
12,0.352187255397439,0.2485402524471283,0.8207456561599581,0.7371995279254087,6051,0.8468392023759016,0.8917899622860459,0.8116524359618282,0.8207236842105262,0.7017994858611825,0.8182509505703423,0.2693409742120344
13,0.3353057876229286,0.24126332004865012,0.8209919664687392,0.7381311128901918,6050,0.8468392023759016,0.8917899622860459,0.8116524359618282,0.8207236842105262,0.7017994858611825,0.8182509505703423,0.27586206896551724
14,0.3298997972160578,0.23991085423363578,0.821166608452672,0.7389521309525894,6050,0.8468392023759016,0.8917899622860459,0.8116524359618282,0.8207236842105262,0.7017994858611825,0.8182509505703423,0.28160919540229884
