Behavior contribution summary

experiment_name: train_dive_side_scale_050
split: test
checkpoint_epoch: 18
evaluated_samples: 2233
threshold_source: validation_selected_per_label

Primary table: predicted-positive, attention-weighted behavior means
label | accuracy | precision | recall | f1 | support | predicted | risk_mean | protective_mean | missing_check_mean | final_evidence_mean | tp_final | fp_final | fn_final
------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------
Reentrancy | 0.827138 | 0.792087 | 0.896400 | 0.841021 | 1139 | 1289 | 0.423090 | 0.523241 | 0.024781 | -0.037685 | -0.037604 | -0.037995 | -0.039993
Access Control | 0.829825 | 0.840754 | 0.954789 | 0.894150 | 1681 | 1909 | 0.741779 | 0.171194 | 0.623012 | 0.596798 | 0.603416 | 0.561857 | 0.496188
Arithmetic | 0.793999 | 0.708440 | 0.875659 | 0.783223 | 949 | 1173 | 0.552491 | 0.031672 | 0.694458 | 0.607639 | 0.609526 | 0.603053 | 0.562552
Unchecked Return Values | 0.904613 | 0.788401 | 0.865749 | 0.825267 | 581 | 638 | 0.761417 | 0.661005 | 0.024032 | 0.062222 | 0.065870 | 0.048631 | 0.077477
DoS | 0.881773 | 0.632850 | 0.700535 | 0.664975 | 374 | 414 | 0.546496 | 0.473461 | 0.029907 | 0.051471 | 0.051035 | 0.052222 | 0.053598
Bad Randomness | 0.973130 | 0.593750 | 0.527778 | 0.558824 | 72 | 64 | 0.471137 | 0.483670 | 0.767287 | 0.377377 | 0.459431 | 0.257452 | 0.295170
Front Running | 0.974474 | 0.436364 | 0.480000 | 0.457143 | 50 | 55 | 0.647768 | 0.574031 | 0.258352 | 0.166045 | 0.144009 | 0.183105 | 0.237383
Time manipulation | 0.868786 | 0.754412 | 0.802817 | 0.777862 | 639 | 680 | 0.508304 | 0.341961 | 0.661687 | 0.414015 | 0.447557 | 0.310977 | 0.308899
