threshold,micro_precision,micro_recall,micro_f1,macro_precision,macro_recall,macro_f1,predicted_positive_total
0.05,0.5965011286681715,0.9688359303391384,0.7383863080684596,0.5014180928661849,0.9393857889613579,0.6344250377012879,8860
0.1,0.6433859822309971,0.955820348304308,0.769083265727561,0.5444889921936221,0.9191144438041663,0.6695365753207281,8104
0.15,0.6718484650555193,0.9428047662694775,0.7845919145690312,0.5713520692854253,0.890585113549621,0.6869357675803834,7655
0.2,0.6955448937628512,0.9301558203483044,0.795921568627451,0.5955384940568196,0.8679898604008386,0.7004908240302297,7295
0.25,0.7161796151104776,0.9209899175068744,0.8057738572574178,0.6279370466380587,0.8590128455251653,0.72240565801527,7015
0.3,0.7331460674157303,0.9090742438130156,0.8116867174073165,0.6519630424308225,0.8358290079087184,0.7296197324533438,6764
0.35,0.7496552780756857,0.8969752520623281,0.8167250876314472,0.6861497258474398,0.8209316521111126,0.7413699948736319,6527
0.4,0.7597730138713745,0.8835930339138405,0.8170183913891008,0.7089091119246391,0.8083277862831086,0.7459667965708939,6344
0.45,0.7690433652752964,0.8680109990834097,0.8155356527729934,0.7248374941507834,0.7763084582909632,0.7291147140569562,6157
0.5,0.7794906166219839,0.8527956003666362,0.8144970673203187,0.7387789634413594,0.7532938437774725,0.7195351465527223,5968
0.55,0.788458225667528,0.8390467461044913,0.8129662522202485,0.7451980668120364,0.7315199897798934,0.7051963185887519,5805
0.6,0.7983899821109124,0.8181484876260312,0.8081484834766862,0.7637463809369625,0.7160980740696162,0.7033990584067387,5590
0.65,0.8116981132075471,0.788634280476627,0.8,0.7764026619584112,0.693732663269283,0.697478447147303,5300
0.7,0.8231197771587744,0.7583868010999083,0.7894284896479342,0.8010710236409068,0.6690980255031034,0.689185320904731,5026
0.75,0.8347608105285147,0.7325389550870761,0.7803163444639719,0.8198725785648463,0.6435997851900894,0.6783881576714903,4787
0.8,0.8431848257609175,0.7008249312557286,0.7654419861848032,0.8277202160531025,0.620130080249034,0.6679522102575715,4534
0.85,0.8514588859416445,0.6472960586617782,0.7354717767131848,0.8409234894984885,0.5775476796185666,0.6428931203382572,4147
0.9,0.8760587238848109,0.5688359303391384,0.6897854840502389,0.8678281810863446,0.5211131776441249,0.613816574607902,3542
0.95,0.901990236575291,0.4403299725022915,0.5917713722591771,0.8911419536618693,0.41657995258374164,0.5350687663921939,2663
