threshold,micro_precision,micro_recall,micro_f1,macro_precision,macro_recall,macro_f1,predicted_positive_total
0.05,0.6506398310349112,0.9600366636113657,0.7756220379146919,0.5531969017480959,0.9073996970557783,0.67922210961745,8049
0.1,0.6879328716036228,0.9468377635197067,0.796883437475893,0.5966456163605156,0.893899899591333,0.7104915246010179,7508
0.15,0.7090352220520674,0.9336388634280477,0.8059819591707549,0.6202805978021451,0.8767989427835015,0.722780230503973,7183
0.2,0.7251076040172166,0.9264894592117323,0.8135211267605634,0.6390876247859487,0.8711073829092975,0.7341228599309139,6970
0.25,0.7361683343143025,0.9171402383134739,0.8167496530895438,0.6505664134243674,0.862972275827921,0.7386860522272628,6796
0.3,0.7500755515261408,0.9099908340971585,0.8223308208398906,0.6688196509423328,0.8534812398530378,0.7476203499673133,6618
0.35,0.7592535471930907,0.9024747937671861,0.8246921852751486,0.677064580268829,0.8427321130855768,0.748859067510871,6484
0.4,0.7673282923755513,0.892942254812099,0.825383377107515,0.6854436777991921,0.8342517338273869,0.7505656713125881,6348
0.45,0.7761361811466195,0.8859761686526123,0.8274268104776579,0.6975555712648887,0.8267268413189457,0.7551785648024089,6227
0.5,0.7833442838370565,0.8742438130155821,0.8263016546824915,0.7081239042398556,0.8174469687075605,0.7574433637239295,6088
0.55,0.7900134498991258,0.8614115490375802,0.8241690783127248,0.7150257400495693,0.8071714274355782,0.7566319741993675,5948
0.6,0.7982713915298185,0.8465627864344638,0.8217081850533808,0.7274708766142203,0.7960950401131471,0.7585495776465156,5785
0.65,0.8081923419412288,0.831897341888176,0.819873532068654,0.7400186786989651,0.7866840666237547,0.76075779460361,5615
0.7,0.8148215919487649,0.8163153070577452,0.8155677655677654,0.7465321721750909,0.7756101983005625,0.7586121230449951,5465
0.75,0.8235182008766915,0.7921173235563703,0.8075126144645861,0.7577993333986683,0.7559537022177629,0.75488962440563,5247
0.8,0.8341668333666733,0.7644362969752521,0.7977807537784579,0.769159909541158,0.7318648352209663,0.7479197425840582,4999
0.85,0.8460884353741497,0.7296058661778185,0.7835416871739345,0.786065796955558,0.7069895663435736,0.7423404029856059,4704
0.9,0.8578739241684112,0.676076993583868,0.7562025835554644,0.8028361893635996,0.6638209460053754,0.724407191909362,4299
0.95,0.8728144388042866,0.5673693858845096,0.6877013665148316,0.828161531217509,0.5843340518811145,0.6811453462488519,3546
