Behavior contribution summary

experiment_name: train_dive_front_special_only
split: test
checkpoint_epoch: 39
evaluated_samples: 2233
threshold_source: validation_selected_per_label

Primary table: predicted-positive, attention-weighted behavior means
label | accuracy | precision | recall | f1 | support | predicted | risk_mean | protective_mean | missing_check_mean | final_evidence_mean | tp_final | fp_final | fn_final
------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------
Reentrancy | 0.825347 | 0.780105 | 0.915716 | 0.842488 | 1139 | 1337 | 0.607617 | 0.630419 | 0.027382 | 0.006870 | 0.012767 | -0.014049 | -0.008628
Access Control | 0.833856 | 0.856754 | 0.935753 | 0.894512 | 1681 | 1836 | 0.884368 | 0.193167 | 0.653632 | 2.017249 | 2.027110 | 1.958275 | 1.813632
Arithmetic | 0.802956 | 0.740776 | 0.825079 | 0.780658 | 949 | 1057 | 0.707138 | 0.020964 | 0.719927 | 2.109151 | 2.114485 | 2.093908 | 1.983776
Unchecked Return Values | 0.900582 | 0.778295 | 0.864028 | 0.818923 | 581 | 645 | 0.937425 | 0.651353 | 0.023732 | 0.464705 | 0.474183 | 0.431435 | 0.502927
DoS | 0.897000 | 0.686528 | 0.708556 | 0.697368 | 374 | 386 | 0.756592 | 0.512713 | 0.037045 | 0.421385 | 0.424161 | 0.415305 | 0.409793
Bad Randomness | 0.976265 | 0.702128 | 0.458333 | 0.554622 | 72 | 47 | 0.629013 | 0.426541 | 0.761276 | 1.445623 | 1.500609 | 1.316013 | 1.032411
Front Running | 0.975369 | 0.459016 | 0.560000 | 0.504505 | 50 | 61 | 0.231497 | 0.161503 | 0.065844 | 0.175950 | 0.168528 | 0.182247 | 0.210587
Time manipulation | 0.871473 | 0.725641 | 0.885759 | 0.797745 | 639 | 780 | 0.588880 | 0.352974 | 0.682566 | 1.377709 | 1.515197 | 1.014072 | 0.845491
