title,baseline,member_count,test_micro_f1,test_macro_f1,test_detection_f1,front_running_f1,front_running_tp,front_running_fp,front_running_fn,bad_randomness_f1,bad_randomness_tp,bad_randomness_fp,bad_randomness_fn,rare_mean_f1,baseline_rare_mean_f1,macro_delta_vs_baseline,micro_delta_vs_baseline,acceptance,valid_macro_f1,valid_micro_f1,label_names
DIVE seed ensemble summary,"{'micro_f1': 0.8240858035638883, 'macro_f1': 0.7452721843450687, 'detection_f1': 0.9465041054988804, 'front_f1': 0.5384615384615384, 'bad_randomness_f1': 0.5882352941176471}",2,0.6180716679556587,0.4562911725172375,0.9384359400998336,0.14035087719298245,12,109,38,0.11450381679389313,15,175,57,0.12742734699343777,0.5633484162895928,-0.2889810118278312,-0.20601413560822956,"{'macro_improves': False, 'micro_drop_within_0_002': False, 'rare_mean_not_lower': False, 'main_candidate': False, 'adopt_as_main': False}",0.4693897127489416,0.6199328685773302,"['Reentrancy', 'Access Control', 'Arithmetic', 'Unchecked Return Values', 'DoS', 'Bad Randomness', 'Front Running', 'Time manipulation']"
