epoch,train_loss,valid_loss,micro_f1,macro_f1,predicted_positive_total,Reentrancy_f1,Access Control_f1,Arithmetic_f1,Unchecked Return Values_f1,DoS_f1,Time manipulation_f1,Front Running_f1
1,0.6939499378204346,0.7656415204207102,0.7645672490857375,0.7108549924158746,6903,0.8468392023759016,0.8917899622860459,0.8116524359618282,0.8207236842105262,0.7017994858611825,0.8182509505703423,0.08492922564529559
2,0.6294849067926407,0.6711876524819268,0.7820523473203157,0.7149873985727304,6633,0.8468392023759016,0.8917899622860459,0.8116524359618282,0.8207236842105262,0.7017994858611825,0.8182509505703423,0.11385606874328677
3,0.5563101246953011,0.5865588949786292,0.7942317422836902,0.7199424050463117,6456,0.8468392023759016,0.8917899622860459,0.8116524359618282,0.8207236842105262,0.7017994858611825,0.8182509505703423,0.14854111405835543
4,0.4797350913286209,0.5524927377700806,0.7983392645314353,0.7224635475733825,6400,0.8468392023759016,0.8917899622860459,0.8116524359618282,0.8207236842105262,0.7017994858611825,0.8182509505703423,0.166189111747851
5,0.47058168798685074,0.5199118902285894,0.8031026252983293,0.7251098710088578,6330,0.8468392023759016,0.8917899622860459,0.8116524359618282,0.8207236842105262,0.7017994858611825,0.8182509505703423,0.18471337579617833
6,0.38692832738161087,0.49292779465516406,0.807161826437077,0.7278460219433229,6271,0.8468392023759016,0.8917899622860459,0.8116524359618282,0.8207236842105262,0.7017994858611825,0.8182509505703423,0.2038664323374341
7,0.3856322467327118,0.48961492710643345,0.8079924534774033,0.7284734641562106,6259,0.8468392023759016,0.8917899622860459,0.8116524359618282,0.8207236842105262,0.7017994858611825,0.8182509505703423,0.20825852782764812
8,0.38239552453160286,0.4820094009240468,0.8097611273414677,0.7302899291481946,6236,0.8468392023759016,0.8917899622860459,0.8116524359618282,0.8207236842105262,0.7017994858611825,0.8182509505703423,0.22097378277153554
9,0.3761502057313919,0.4414140548970964,0.811541774332472,0.7314721047319334,6208,0.8468392023759016,0.8917899622860459,0.8116524359618282,0.8207236842105262,0.7017994858611825,0.8182509505703423,0.2292490118577075
10,0.37898334860801697,0.43054067426257664,0.8120313711971042,0.7319315215893637,6201,0.8468392023759016,0.8917899622860459,0.8116524359618282,0.8207236842105262,0.7017994858611825,0.8182509505703423,0.23246492985971945
11,0.36632343754172325,0.4214892089366913,0.8129421915444348,0.7328198355482632,6188,0.8468392023759016,0.8917899622860459,0.8116524359618282,0.8207236842105262,0.7017994858611825,0.8182509505703423,0.23868312757201648
12,0.3800212927162647,0.4309551947646671,0.8114019979331725,0.7313431682798199,6210,0.8468392023759016,0.8917899622860459,0.8116524359618282,0.8207236842105262,0.7017994858611825,0.8182509505703423,0.22834645669291337
13,0.33528517931699753,0.4240442083941566,0.8116116805926437,0.7315369559375509,6207,0.8468392023759016,0.8917899622860459,0.8116524359618282,0.8207236842105262,0.7017994858611825,0.8182509505703423,0.2297029702970297
14,0.3465179577469826,0.4251432915528615,0.8116116805926437,0.7315369559375509,6207,0.8468392023759016,0.8917899622860459,0.8116524359618282,0.8207236842105262,0.7017994858611825,0.8182509505703423,0.2297029702970297
15,0.323800902813673,0.428468589981397,0.8114718801136853,0.7314075093496123,6209,0.8468392023759016,0.8917899622860459,0.8116524359618282,0.8207236842105262,0.7017994858611825,0.8182509505703423,0.22879684418145957
