Behavior contribution summary

experiment_name: train_dive_side_scale_025
split: test
checkpoint_epoch: 20
evaluated_samples: 2233
threshold_source: validation_selected_per_label

Primary table: predicted-positive, attention-weighted behavior means
label | accuracy | precision | recall | f1 | support | predicted | risk_mean | protective_mean | missing_check_mean | final_evidence_mean | tp_final | fp_final | fn_final
------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------
Reentrancy | 0.824451 | 0.781462 | 0.910448 | 0.841038 | 1139 | 1327 | 0.435675 | 0.578745 | 0.024433 | -0.029659 | -0.028798 | -0.032737 | -0.023120
Access Control | 0.836095 | 0.854447 | 0.942891 | 0.896493 | 1681 | 1855 | 0.696943 | 0.168401 | 0.608391 | 0.284233 | 0.287893 | 0.262746 | 0.249805
Arithmetic | 0.788177 | 0.693182 | 0.899895 | 0.783127 | 949 | 1232 | 0.520613 | 0.030607 | 0.714321 | 0.301082 | 0.304742 | 0.292814 | 0.267846
Unchecked Return Values | 0.906852 | 0.808264 | 0.841652 | 0.824621 | 581 | 605 | 0.746572 | 0.690349 | 0.025423 | 0.020412 | 0.021479 | 0.015910 | 0.024136
DoS | 0.886700 | 0.657963 | 0.673797 | 0.665786 | 374 | 383 | 0.525033 | 0.484673 | 0.031562 | 0.017980 | 0.017196 | 0.019489 | 0.017337
Bad Randomness | 0.974026 | 0.612903 | 0.527778 | 0.567164 | 72 | 62 | 0.456977 | 0.514195 | 0.818195 | 0.190244 | 0.218765 | 0.145087 | 0.137007
Front Running | 0.968204 | 0.367089 | 0.580000 | 0.449612 | 50 | 79 | 0.654244 | 0.594027 | 0.291013 | 0.087807 | 0.079438 | 0.092662 | 0.128600
Time manipulation | 0.867443 | 0.733333 | 0.843505 | 0.784571 | 639 | 735 | 0.495699 | 0.343236 | 0.695224 | 0.211922 | 0.237322 | 0.142073 | 0.162826
