threshold,micro_precision,micro_recall,micro_f1,macro_precision,macro_recall,macro_f1,predicted_positive_total
0.05,0.59800850302081,0.9798350137488543,0.7427221566039047,0.5070304013567666,0.9267360836834944,0.6460916269616963,8938
0.1,0.6402173913043478,0.971769019248396,0.771896614488533,0.5541205056471706,0.9081879142554435,0.6830803609438688,8280
0.15,0.668834480999745,0.9615032080659945,0.7888997518237196,0.5894968658140513,0.8984729533855015,0.7079483807110523,7842
0.2,0.6892340369042878,0.9517873510540789,0.7995072374499538,0.6109552277343178,0.8884653557751307,0.7203977816687697,7533
0.25,0.7048036129738606,0.9440879926672777,0.8070835292273937,0.6264497218443646,0.8756866410467768,0.7275225345796466,7307
0.3,0.7159122856339613,0.9336388634280477,0.8104065558119182,0.637933492605614,0.8605766638909002,0.7299767122273101,7114
0.35,0.7283078697030845,0.9263061411549037,0.8154603405148068,0.6572275623448891,0.8529499727828116,0.7397481362283667,6938
0.4,0.7423613171165826,0.9175068744271311,0.8206936131835698,0.6787407745364198,0.8447574744153232,0.7501312953891259,6742
0.45,0.7539187338304673,0.9081576535288726,0.8238815898885747,0.6934533310268605,0.8351652451380374,0.7553483948220536,6571
0.5,0.7653316645807259,0.8967919340054995,0.8258630877015278,0.7042705255741171,0.8219599735043552,0.7557629938778396,6392
0.55,0.7760425052326517,0.8835930339138405,0.8263329333104749,0.7184700993015853,0.8103754528050424,0.7590925932703569,6211
0.6,0.7867842876165113,0.8665444546287809,0.8247404693361249,0.7320029891267025,0.796054899408329,0.7603891722775065,6008
0.65,0.7972389991371872,0.846929422548121,0.8213333333333334,0.7445257389520077,0.7777790267300646,0.7583607254919591,5795
0.7,0.806695464362851,0.8216315307057745,0.8140949959131777,0.754616158357807,0.7531924157052698,0.7514181619774144,5556
0.75,0.8188901558342836,0.7899175068744271,0.804142950452552,0.7677428958094721,0.7227255070459662,0.7416856953760663,5262
0.8,0.8318042813455657,0.7479376718606783,0.7876447876447876,0.7782605930084481,0.6823933493740986,0.7236328131802685,4905
0.85,0.8453285650424676,0.6933088909257562,0.7618088427837648,0.7931389708629379,0.6382687573827973,0.702631291717545,4474
0.9,0.863277133825079,0.6007332722273144,0.7084639498432601,0.8246516837029971,0.5666181763187864,0.6646154765725337,3796
0.95,0.8905899925317401,0.43721356553620533,0.5864994466986352,0.8537400955433234,0.44211829454322504,0.5758038137322162,2678
