bad_randomness_f1,bad_randomness_precision,bad_randomness_predicted,bad_randomness_recall,bad_randomness_support,detection_f1,front_running_f1,front_running_precision,front_running_predicted,front_running_recall,front_running_support,macro_delta_vs_side_scale_150,macro_f1,micro_delta_vs_side_scale_150,micro_f1,predicted_positive_total,recognition_loss_type,result_dir,status,train_sampler,use_pos_weight,variant
0.5882352941176471,0.7446808510638298,47,0.4861111111111111,72,0.9465041054988804,0.5384615384615384,0.5185185185185185,54,0.56,50,0.0,0.7452721843450687,0.0,0.8240858035638883,6356,bce,results/dive_side_scale_search/train_dive_side_scale_150_ep50,ok,shuffle,True,side_scale_150_ep50_reference
0.5671641791044777,0.6129032258064516,62,0.5277777777777778,72,0.946950917203768,0.48648648648648646,0.4426229508196721,61,0.54,50,-0.009642026253026126,0.7356301580920426,0.0021709899143725897,0.8262567934782609,6291,bce,results/dive_sampler_asl_search/train_dive_side_scale_150_sampler_bce,ok,label_balanced,True,side_scale_150_sampler_bce
0.5507246376811594,0.5757575757575758,66,0.5277777777777778,72,0.9430935071446477,0.38655462184873945,0.3333333333333333,69,0.46,50,-0.029001507483706224,0.7162706768613625,-0.004266760048162288,0.819819043515726,6120,asl,results/dive_sampler_asl_search/train_dive_side_scale_150_asl,ok,shuffle,False,side_scale_150_asl
0.5416666666666666,0.5416666666666666,72,0.5416666666666666,72,0.9518161601186064,0.5046728971962616,0.47368421052631576,57,0.54,50,-0.01968454185303592,0.7255876424920328,-0.00735997895995788,0.8167258246039304,6066,asl,results/dive_sampler_asl_search/train_dive_side_scale_150_sampler_asl,ok,label_balanced,False,side_scale_150_sampler_asl
