Behavior contribution summary

experiment_name: train_dive_behavior_v2_access_counter
split: test
checkpoint_epoch: 14
evaluated_samples: 2233
threshold_source: validation_selected_per_label

Primary table: predicted-positive, attention-weighted behavior means
label | accuracy | precision | recall | f1 | support | predicted | risk_mean | protective_mean | missing_check_mean | final_evidence_mean | tp_final | fp_final | fn_final
------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------
Reentrancy | 0.822660 | 0.782940 | 0.902546 | 0.838499 | 1139 | 1313 | 2.308347 | 1.224977 | 0.053743 | 1.137113 | 1.159893 | 1.054946 | 0.990114
Access Control | 0.830721 | 0.835998 | 0.964307 | 0.895580 | 1681 | 1939 | 0.502519 | 1.497250 | 0.937813 | -0.056917 | -0.080634 | 0.063978 | 0.004992
Arithmetic | 0.786834 | 0.700594 | 0.870390 | 0.776316 | 949 | 1179 | 1.470102 | 0.045148 | 0.177070 | 1.602023 | 1.622407 | 1.554328 | 1.659433
Unchecked Return Values | 0.898791 | 0.844660 | 0.748709 | 0.793796 | 581 | 515 | 2.110632 | 1.776385 | 0.046951 | 0.381197 | 0.385007 | 0.360482 | 0.502721
DoS | 0.882221 | 0.629371 | 0.721925 | 0.672478 | 374 | 429 | 1.640159 | 1.381328 | 0.063216 | 0.322047 | 0.318768 | 0.327615 | 0.334285
Bad Randomness | 0.974026 | 0.620690 | 0.500000 | 0.553846 | 72 | 58 | 1.697418 | 0.098832 | 0.194405 | 1.792990 | 1.923814 | 1.578915 | 1.157482
Front Running | 0.967309 | 0.350649 | 0.540000 | 0.425197 | 50 | 77 | 1.113927 | 1.324191 | 0.655595 | 0.445331 | 0.183968 | 0.586467 | 1.192980
Time manipulation | 0.864308 | 0.739316 | 0.812207 | 0.774049 | 639 | 702 | 1.622469 | 0.081466 | 0.166301 | 1.707304 | 1.882813 | 1.209548 | 1.063183
