epoch,train_loss,valid_loss,micro_f1,macro_f1,predicted_positive_total,Reentrancy_f1,Access Control_f1,Arithmetic_f1,Unchecked Return Values_f1,DoS_f1,Bad Randomness_f1,Front Running_f1,Time manipulation_f1
22,0.26373496651649475,0.3651557167371114,0.8073299334428213,0.7207637530633507,6114,0.831124412141941,0.8796025715955581,0.7761044176706826,0.8054919908466819,0.6421768707482993,0.4883720930232558,0.5512820512820513,0.7919556171983356
23,0.25517855361104014,0.36122644941012066,0.8161946074678914,0.7336690563836369,6302,0.8305732484076432,0.8921679909194097,0.7902825979176995,0.8127428127428127,0.660332541567696,0.5222929936305732,0.5673758865248227,0.793584379358438
24,0.2525930553674698,0.3689678907394409,0.8129717176743799,0.7274440365938282,6602,0.8320392317123009,0.8912360833571225,0.8009638554216868,0.8114374034003091,0.6411582213029989,0.5,0.5548387096774193,0.7878787878787878
25,0.24605000466108323,0.37748220562934875,0.804103077307981,0.7040635383196236,6536,0.82945408379179,0.8858632676709155,0.7948350071736011,0.8021390374331552,0.644559585492228,0.346774193548387,0.5342465753424658,0.7946365561044461
26,0.24104220122098924,0.3691488603750865,0.8151747655583973,0.7363181957877467,6275,0.8360790774299836,0.8888260254596888,0.7886623570363004,0.8150470219435737,0.6576271186440678,0.5839416058394161,0.5340909090909091,0.7862714508580343
27,0.23901159465312957,0.3691399097442627,0.8129692832764505,0.7211188952005785,6265,0.8346723044397463,0.886002886002886,0.7877591312931885,0.8046692607003892,0.6745283018867925,0.4719101123595506,0.5166666666666667,0.7927424982554081
28,0.23169405162334442,0.371008704106013,0.8179584921643371,0.7327130229540251,6350,0.8336079077429984,0.8918995201806379,0.7912832929782082,0.8212025316455696,0.6666666666666666,0.5228758169934641,0.5365853658536586,0.797583081570997
29,0.22647195309400558,0.36953797936439514,0.8126631304201398,0.7294301497312559,6422,0.8306900985855123,0.8893325727324586,0.7984607984607983,0.8008982035928144,0.6337880377754459,0.5153374233128835,0.5616438356164383,0.8052902277736959
30,0.22417266741394998,0.3713364899158478,0.821697467488022,0.742279376409851,6233,0.8329238329238329,0.8876146788990825,0.8044692737430167,0.8152866242038216,0.6815203145478376,0.5693430656934306,0.5507246376811594,0.7963525835866262
31,0.21928525120019912,0.38363627592722577,0.816374269005848,0.7383206431014908,6515,0.8306813545491637,0.8906605922551253,0.796477495107632,0.804248861911988,0.6681465038845728,0.5454545454545455,0.5697674418604651,0.8011283497884343
32,0.21167982518672943,0.37793295582135517,0.8139321723189734,0.7327225205950288,6546,0.8320987654320988,0.88692175899486,0.8037735849056604,0.7946026986506746,0.6559485530546623,0.5673758865248227,0.53125,0.7898089171974522
33,0.20869126841425895,0.38978174328804016,0.816353554580816,0.7305592878539734,6628,0.8385245901639345,0.8908223407241088,0.8052681091251177,0.812206572769953,0.6536796536796537,0.5,0.5620915032679737,0.7818815331010452
34,0.20442151352763177,0.3909422655900319,0.8196421140241366,0.7346040120406392,6560,0.8320579943616594,0.8902093944538766,0.8091533180778032,0.8064024390243902,0.6808009422850412,0.5,0.5620915032679737,0.7961165048543688
35,0.20289065018296243,0.3888186812400818,0.8173539518900343,0.7276550162345713,6185,0.8376651043885811,0.8843732112192328,0.8054342552159146,0.8098159509202454,0.6819747416762342,0.48000000000000004,0.5333333333333333,0.7886435331230285
36,0.1981490932404995,0.3904540141423543,0.823757149142103,0.748310686308401,5910,0.8367258553486357,0.8867052023121387,0.798992443324937,0.8169464428457234,0.6882591093117408,0.5857142857142857,0.5669291338582677,0.8062130177514794
37,0.19283875524997712,0.393551766872406,0.8218895198760972,0.7432111568323897,6167,0.8379549393414212,0.8876600698486612,0.8055555555555555,0.8018575851393189,0.6922094508301406,0.5694444444444445,0.549618320610687,0.8013888888888889
38,0.18811627924442292,0.3908661901950836,0.827165868524162,0.7482333499206333,6030,0.8378494623655915,0.8906835881165273,0.8080708661417322,0.8238095238095238,0.6944444444444444,0.5578231292517007,0.5645161290322581,0.8086696562032885
39,0.1872705787420273,0.39733728766441345,0.8259414943810586,0.7522127014546368,6202,0.8422381152713504,0.8922377025874325,0.8063397721644379,0.8130841121495328,0.6861313868613139,0.6290322580645161,0.5414364640883977,0.8072018004501125
40,0.18102958500385286,0.3983309070269267,0.8219368274904547,0.7503701590437528,6069,0.8351177730192719,0.8819767441860464,0.8097560975609756,0.8203125,0.6771844660194175,0.6290322580645161,0.5528455284552845,0.7967359050445104
41,0.18057555481791496,0.3925262788931529,0.8262838588396137,0.7552709285833018,6248,0.8411060668592654,0.8895917193789534,0.8107838242636045,0.8249400479616307,0.6771300448430493,0.6190476190476191,0.5714285714285715,0.8081395348837208
42,0.17753549218177794,0.40925907095273334,0.8251687727194045,0.7442541994886385,6099,0.8372867249271744,0.8896591565569035,0.806896551724138,0.8215434083601285,0.7019867549668874,0.5755395683453238,0.5228758169934641,0.7982456140350876
43,0.17235629707574845,0.41821200648943585,0.8216446527481891,0.7444431244511759,6280,0.8374468085106384,0.8865920183749642,0.8005464480874316,0.8184713375796178,0.6972704714640199,0.5755395683453238,0.5411764705882354,0.798501872659176
44,0.1737903669476509,0.4069644709428151,0.8198347107438018,0.7390945509744897,6040,0.8393162393162392,0.888042203985932,0.8040712468193384,0.819376026272578,0.6697892271662763,0.5121951219512196,0.5822784810126582,0.7976878612716762
45,0.16777133494615554,0.4233372211456299,0.824228028503563,0.7359166569841555,6333,0.8375266524520256,0.8895281933256617,0.8173750583839328,0.8214849921011058,0.6885245901639344,0.4941176470588235,0.5401459854014597,0.7986301369863014
46,0.16275502145290374,0.40437792738278705,0.8211382113821137,0.7544436952961503,6107,0.8367697594501718,0.8773584905660377,0.8119864668922185,0.8160642570281126,0.6773823191733641,0.6507936507936508,0.5571428571428572,0.8080517613227893
47,0.16133927553892136,0.4152999718983968,0.8233026719229084,0.7570599171081503,5960,0.8345384942577626,0.875482912332838,0.8075435203094777,0.8216810683424981,0.6930693069306931,0.6666666666666666,0.540983606557377,0.8165137614678899
48,0.15981591790914534,0.42519571383794147,0.8257456828885401,0.7460982900929096,6011,0.8380462724935733,0.8877878169629845,0.81123706259241,0.8252427184466019,0.6845310596833131,0.6046511627906977,0.5120000000000001,0.8052902277736959
49,0.15570547208189964,0.42769258220990497,0.8275011018069633,0.7577490925755603,5890,0.838818565400844,0.8842592592592592,0.8044466902475998,0.8245901639344262,0.6990553306342782,0.64,0.5555555555555556,0.815267175572519
50,0.15145615860819817,0.4477565685908,0.822017082218963,0.7459005348659922,6136,0.8368489022815326,0.886002886002886,0.8086330935251799,0.8191403081914032,0.6832018038331455,0.5714285714285714,0.5616438356164383,0.8003048780487806
51,0.15025201290845872,0.4417344431082408,0.8229249712109133,0.747793030215627,5834,0.8367521367521369,0.8807285546415982,0.8072584600294261,0.8153078202995009,0.687248322147651,0.5755395683453238,0.5714285714285714,0.8080808080808081
52,0.14983536452054977,0.43455461661020917,0.8276711846505896,0.7669463425847911,5907,0.8378728923476004,0.8887601390498262,0.7928753180661577,0.82015503875969,0.7183271832718326,0.6846846846846846,0.5801526717557253,0.8127428127428127
53,0.1454497143626213,0.45642006397247314,0.8220716705295061,0.751990197703726,5763,0.8316303864948912,0.8795468097793678,0.8007968127490039,0.8191403081914032,0.7157360406091371,0.5673758865248227,0.5915492957746479,0.8101460415065334
54,0.14438657239079475,0.46008096138636273,0.824195938289898,0.7518989025270756,6018,0.8344947735191637,0.8864833235810415,0.8081198646689222,0.8100840336134455,0.7082352941176471,0.5714285714285714,0.588235294117647,0.8081100651701665
55,0.1424963355064392,0.44969088832537335,0.8194360086767896,0.7448151144687742,6070,0.8322496749024706,0.8828193832599119,0.8025108643167551,0.811522633744856,0.6757990867579908,0.5673758865248227,0.5714285714285714,0.8148148148148148
56,0.14072959162294865,0.4697415630022685,0.8266256515423397,0.7529927283446434,6248,0.83892068683565,0.8900255754475703,0.8093346573982125,0.8141732283464567,0.6769596199524941,0.6074074074074074,0.5714285714285713,0.8156920799407845
57,0.13731756433844566,0.4811842441558838,0.8218676432121371,0.7575945588385754,6014,0.8395378690629012,0.8800471559092249,0.8065153010858835,0.8054882970137207,0.6735395189003437,0.6721311475409837,0.5669291338582677,0.8165680473372781
58,0.133108414337039,0.46792470415433246,0.8219492798444817,0.7535827491448428,5862,0.8321616871704746,0.8791013892994383,0.8085728202630298,0.8096774193548386,0.6970091027308193,0.6176470588235294,0.5757575757575758,0.8087349397590362
59,0.13378006406128407,0.47382742166519165,0.8248239436619718,0.7547477857475651,5905,0.834061135371179,0.8831321754489255,0.8088235294117647,0.8128930817610063,0.7080291970802919,0.6106870229007634,0.5669291338582677,0.8134270101483215
60,0.12925499640405178,0.4763001501560211,0.8236453201970445,0.7609091461977326,5710,0.8359649122807018,0.8747384155455904,0.8160696999031946,0.8053691275167785,0.6921052631578947,0.6349206349206349,0.6119402985074627,0.8161648177496038
61,0.12901872545480728,0.4919421474138896,0.8211713665943601,0.7417157894214184,6070,0.8302375809935205,0.887017136218414,0.8029197080291971,0.8179631114675221,0.6840855106888362,0.5359477124183006,0.5666666666666667,0.8088888888888889
62,0.1274050660431385,0.47551673650741577,0.817987533392698,0.7426320966123681,5775,0.8318042813455657,0.8753744757339724,0.8046989720998532,0.8077571669477235,0.6932989690721648,0.5735294117647058,0.5466666666666667,0.8079268292682927
63,0.12768074907362462,0.4772679607073466,0.8228492536025542,0.745823765870188,6134,0.8373879641485276,0.8871870397643593,0.813640730067243,0.8126482213438735,0.6722288438617402,0.5479452054794521,0.5874125874125874,0.8081395348837208
64,0.12457460090517998,0.5110330979029337,0.8297688858226976,0.761377238703214,6141,0.8400168847615027,0.8899741453605285,0.8143599433160132,0.8194888178913737,0.7003792667509481,0.656,0.5645161290322581,0.806282722513089
65,0.12317706421017646,0.4979604184627533,0.8211944001417686,0.742922278269192,5831,0.8366988586479368,0.8810939357907253,0.80859375,0.8195121951219513,0.6811594202898552,0.5342465753424658,0.5734265734265734,0.8086469175340273
66,0.12015574723482132,0.490144024292628,0.8270440251572326,0.7536731378657645,5993,0.8360797918473547,0.8831473869641809,0.8154789995280792,0.8206388206388207,0.6954377311960542,0.5820895522388059,0.576,0.8205128205128205
67,0.11985421665012837,0.5254088342189789,0.8197892480800143,0.7497552821064337,5743,0.8309734513274336,0.8730538922155688,0.8139873725109276,0.8086164043082023,0.681757656458056,0.64,0.5390070921985816,0.8106463878326997
68,0.11774968951940537,0.5214781065781912,0.815647564208025,0.748459750090211,5486,0.817810086324398,0.8706948640483384,0.8033040784718638,0.8116938950988822,0.6770981507823612,0.6190476190476191,0.5757575757575758,0.81227173119065
69,0.1164651546627283,0.5069750845432281,0.8205219559989313,0.7520333524833112,5772,0.8286852589641434,0.8808962264150944,0.7988077496274217,0.8087986463620982,0.6895705521472392,0.6015037593984962,0.5864661654135339,0.8215384615384616
70,0.11458248533308506,0.49346404274304706,0.830188679245283,0.7675107989705572,6046,0.8407005838198498,0.8855721393034826,0.8201033348990135,0.8173076923076923,0.7099236641221374,0.6507936507936508,0.6086956521739131,0.8069896743447181
71,0.11368996165692806,0.5331087013085684,0.8277015135515663,0.7613546197189149,5909,0.840085287846482,0.8869565217391304,0.8043158410985777,0.8192567567567568,0.6905940594059405,0.6666666666666665,0.5666666666666667,0.8162951575710992
72,0.11190261356532574,0.5145763456821442,0.8195078299776286,0.7575118020552289,5720,0.83061049011178,0.8719475878499108,0.8020253164556962,0.8065573770491804,0.7128463476070529,0.6333333333333333,0.5954198473282443,0.8073541167066347
73,0.11107553504407405,0.5261886616547903,0.8189593727726301,0.7486322179647131,5769,0.821396993810787,0.8804056069191769,0.8096459722934839,0.8122545168892381,0.6897435897435897,0.6060606060606062,0.5671641791044776,0.802386278896346
74,0.10673531144857407,0.52299831310908,0.8302187583030732,0.7625239417129078,5836,0.8442906574394464,0.885487194583456,0.8137592137592138,0.8142741281427412,0.7116883116883116,0.6341463414634148,0.5797101449275361,0.8168355416991426
75,0.10673195272684097,0.5310069521268209,0.8247675846342746,0.760237995281462,5947,0.8314410480349346,0.8849868305531169,0.8124383020730502,0.8094079480940796,0.6790266512166859,0.6608695652173913,0.5806451612903226,0.8230884557721139
76,0.10643357075750828,0.5249616901079813,0.8266807648250948,0.758905899408705,5894,0.8271604938271606,0.8910034602076125,0.8092656481025136,0.8156606851549755,0.7051114023591087,0.6349206349206349,0.5797101449275361,0.8084147257700977
77,0.10469593629240989,0.5728397866090139,0.8266713830916165,0.7441777626064958,5853,0.8426483233018057,0.8849868305531169,0.8145663632007667,0.8159203980099502,0.6991643454038998,0.5161290322580645,0.5714285714285714,0.8085782366957904
78,0.10435918271541596,0.5588486393292745,0.8244628688597665,0.755055596557996,5762,0.8313518273888156,0.8858151854031783,0.8063397721644379,0.815550041356493,0.7016645326504481,0.6341463414634148,0.5599999999999999,0.8055770720371805
79,0.10279561579227448,0.5597516794999441,0.825725406935598,0.7558891908848859,5849,0.8358466178371391,0.8839127872716558,0.8067146282973622,0.8143213988343048,0.705563093622795,0.6290322580645161,0.5578231292517007,0.8138996138996138
80,0.10048980265855789,0.5693909823894501,0.8225169052428207,0.7559892662808605,5932,0.8328240942819729,0.8846380223660978,0.8094768015794668,0.800328677074774,0.7048780487804878,0.6446280991735537,0.5714285714285713,0.7997118155619596
81,0.10321591570973396,0.5585218469301859,0.8270423533581428,0.7669035300360691,5831,0.8342757720748151,0.8834464443788729,0.8160469667318982,0.814935064935065,0.707196029776675,0.6842105263157895,0.5891472868217055,0.8059701492537313
82,0.10103749334812165,0.5764485001564026,0.8251760410327741,0.7371989869961153,6048,0.8423289417764556,0.8920863309352518,0.8047808764940239,0.8157683024939663,0.7003891050583657,0.5,0.5413533834586466,0.8008849557522124
83,0.09873353838920593,0.581177830696106,0.830238493355628,0.7578965504347193,5908,0.8402569593147752,0.8906976744186046,0.8173076923076923,0.816260162601626,0.7014725568942436,0.6029411764705882,0.5873015873015873,0.8069345941686368
84,0.09773381054401398,0.5746881365776062,0.828730256772258,0.7570338261729941,5878,0.8426966292134832,0.8898601398601399,0.8120300751879699,0.815873015873016,0.6867627785058978,0.65,0.5511811023622047,0.8078668683812407
85,0.09687715880572796,0.605469266573588,0.8201255572741335,0.7653788124795683,5536,0.8223534756928669,0.8766876687668766,0.8028455284552847,0.8113050706566917,0.6965699208443272,0.7358490566037735,0.5691056910569104,0.8083140877598152
86,0.09549017325043678,0.556786318620046,0.8253436728939021,0.7554700416217797,5893,0.8429541595925297,0.8807829181494662,0.8092428711897738,0.8225674570727719,0.6812903225806451,0.6060606060606062,0.5899280575539569,0.8109339407744874
87,0.095889812707901,0.5849846402804056,0.826943185779017,0.7555735284426424,6021,0.8408023900981648,0.8854561352375401,0.813314037626628,0.814935064935065,0.7157107231920199,0.6106870229007634,0.5633802816901409,0.800302571860817
88,0.09508563950657845,0.5783500373363495,0.8264315611363434,0.7661238277816383,5774,0.8307826847398339,0.8815054395765952,0.8088309081786252,0.830997526793075,0.7099236641221374,0.6722689075630252,0.5891472868217055,0.8055342044581092
89,0.09333777613937855,0.5988914171854655,0.828519385896435,0.7447474380744333,6074,0.8476150274377374,0.8918051910177895,0.8146736541210101,0.8235294117647058,0.6966580976863753,0.5290322580645161,0.5508982035928144,0.8037676609105181
90,0.09301471710205078,0.5778694152832031,0.8245956993069132,0.7707156296713091,5799,0.8318739054290719,0.8774962742175857,0.8129770992366413,0.8164291701592623,0.7137150466045272,0.7155963302752294,0.5985401459854015,0.7990970654627539
91,0.09147555492818356,0.5668014089266459,0.8260792639773532,0.7523678656689246,5849,0.8358466178371391,0.8846380223660978,0.8120078740157481,0.812395309882747,0.7087011349306432,0.5797101449275363,0.5694444444444445,0.8161993769470406
92,0.09193828068673611,0.5972303549448649,0.8185238265854533,0.750303077095854,5709,0.8281591604722344,0.8820208023774145,0.7875700458481915,0.8101472995090016,0.7076923076923077,0.6201550387596898,0.5645161290322581,0.8021638330757341
93,0.0897022794932127,0.6174260179201762,0.8239921337266469,0.7668919722221093,5732,0.8366812227074236,0.8774962742175857,0.805896805896806,0.8178861788617886,0.7108280254777071,0.6964285714285713,0.5866666666666667,0.8032520325203252
94,0.08860699497163296,0.6343711415926615,0.8299762512094291,0.7631788138256874,5914,0.8405672539750753,0.88921198022681,0.8124383020730502,0.8218527315914489,0.7052631578947368,0.6201550387596898,0.6106870229007635,0.8052550231839258
95,0.08933272548019885,0.608944296836853,0.8250310228682858,0.76578586837603,5827,0.8336989907854322,0.8810650887573965,0.8117647058823529,0.8056478405315614,0.713235294117647,0.6964285714285713,0.576,0.808446455505279
96,0.08665928915143013,0.6161901950836182,0.8227300802964793,0.7462540310525634,5878,0.8386254893431927,0.8826151560178306,0.8055555555555555,0.814935064935065,0.7075351213282248,0.5714285714285714,0.5466666666666667,0.8026706231454006
97,0.08752620816230774,0.6328938404719034,0.8302950242184058,0.7497771421892356,5900,0.8435897435897435,0.8904982618771726,0.8140803173029251,0.8170144462279294,0.7052631578947368,0.5839416058394161,0.532258064516129,0.8115715402658328
98,0.08794519305229187,0.6210696498552958,0.8285465622280244,0.757962187561866,6035,0.8360375747224595,0.8900554097404492,0.811566265060241,0.8213114754098362,0.7177522349936143,0.5970149253731344,0.5864661654135339,0.8034934497816594
99,0.0861799631267786,0.6255502104759216,0.8246278516691623,0.7555938341760173,5898,0.837732583297274,0.8826125330979699,0.8025729836714498,0.815359477124183,0.7082833133253301,0.6106870229007634,0.5714285714285714,0.8160741885625964
100,0.08331881649792194,0.6428619821866354,0.8213323756509248,0.7531592654752935,5683,0.8311461067366579,0.8807612250966399,0.8033680039623575,0.8096054888507719,0.705,0.64,0.5528455284552845,0.8025477707006369
101,0.0842772003263235,0.6285496354103088,0.8267530421080276,0.7600419795580358,5968,0.8413316039775184,0.8826125330979699,0.8084291187739464,0.820097244732577,0.7183271832718326,0.625,0.5833333333333333,0.8012048192771084
102,0.08355221413075924,0.6430748502413431,0.8233532934131736,0.7568236040019858,5901,0.8327586206896552,0.8790298728186927,0.8118518518518518,0.8072487644151566,0.7182587666263605,0.625,0.576271186440678,0.804169769173492
103,0.0839531484991312,0.6526555220286051,0.822893594400638,0.7533562479496043,5832,0.8336970755128764,0.8817835142270459,0.8035803083043263,0.8141447368421052,0.7035670356703567,0.6299212598425198,0.5546218487394957,0.8055342044581092
104,0.08202196843922138,0.658229927221934,0.8259109311740891,0.7644791977019896,5907,0.837909654561559,0.8828881714117993,0.8117591275486012,0.8110300081103,0.6959798994974875,0.6666666666666666,0.5985401459854015,0.8110599078341014
105,0.08366884887218476,0.6405082543691,0.820333512641205,0.7554496400627673,5699,0.8263579697239537,0.8794495961711037,0.7995991983967936,0.8108974358974358,0.7006211180124224,0.6349206349206349,0.578512396694215,0.8132387706855791
106,0.08082835413515568,0.6844919721285502,0.8236345758469653,0.7545812530001277,5732,0.8382923673997413,0.8865373309817753,0.7932960893854749,0.8151191454396056,0.7012987012987013,0.6611570247933886,0.5396825396825397,0.8012668250197941
107,0.08105521127581597,0.6985883911450704,0.8277644123674598,0.7648733356440307,5768,0.836458787614479,0.8818477938999111,0.8151016456921588,0.8190158465387823,0.7076101468624832,0.6446280991735537,0.60431654676259,0.8100078186082877
108,0.07981972880661488,0.6603699723879496,0.8314943949157031,0.7764245340031233,5874,0.8403653762505437,0.8838174273858922,0.8154379020286987,0.8264729620661824,0.7158671586715868,0.7079646017699115,0.6027397260273972,0.8187311178247734
109,0.07882406860589981,0.6674498915672302,0.8279541210989597,0.7643541169547668,5792,0.8333333333333333,0.8879741252572773,0.8084252758274825,0.8260511129431163,0.7068062827225131,0.6724137931034483,0.5734265734265734,0.8064024390243902
110,0.07736442163586617,0.6598349610964457,0.8228673514962038,0.7639743041281173,5740,0.834061135371179,0.8780923994038748,0.8052208835341366,0.8140293637846656,0.7055900621118012,0.6837606837606838,0.5873015873015873,0.8037383177570093
111,0.07781641744077206,0.6300656795501709,0.8311892885271724,0.7622517906245732,5972,0.8375850340136055,0.8900493182477517,0.8160401002506266,0.8283157038242475,0.7186358099878196,0.6060606060606062,0.5915492957746479,0.8097784568372804
112,0.07738454639911652,0.6829007665316263,0.8285415577626765,0.7659642379840739,6023,0.8399661303979677,0.8855316676350958,0.8130929791271349,0.812807881773399,0.7110552763819095,0.6557377049180327,0.6015037593984962,0.8080185042405552
113,0.07634466886520386,0.6386616428693136,0.8282472957523526,0.7648312651569279,5916,0.8423289417764556,0.8913486746286049,0.8062930186823991,0.8130081300813008,0.7011642949547219,0.6554621848739496,0.6081081081081081,0.8009367681498829
114,0.07755312658846378,0.6701275904973348,0.820475847152127,0.7647293039754025,5641,0.8265124555160142,0.8770149253731344,0.8034711587544666,0.8069594034797017,0.7022106631989596,0.6964285714285713,0.5985401459854015,0.806697108066971
115,0.07460138872265816,0.6556081374486288,0.8210174852824883,0.7428613855345905,5926,0.8399132321041214,0.8835838491010906,0.8058679706601467,0.8026315789473685,0.7044334975369458,0.5616438356164383,0.549618320610687,0.7951987996999249
116,0.07573411874473095,0.7095400889714559,0.8211586901763224,0.7402411548856711,5661,0.8405672539750753,0.8812056737588652,0.8030927835051547,0.81438127090301,0.6992084432717678,0.5153374233128835,0.5714285714285714,0.7967078189300411
117,0.07608340829610824,0.701641857624054,0.821851884858747,0.756233990614773,5766,0.838512035010941,0.8730873087308729,0.8117073170731707,0.8164983164983165,0.7069182389937106,0.6290322580645161,0.5777777777777778,0.7963386727688788
118,0.07536721602082253,0.7113793690999349,0.821103374397429,0.7464899417739838,5747,0.8246869409660107,0.8833382309726712,0.8096192384769539,0.8101472995090016,0.6994949494949495,0.6141732283464566,0.528,0.8024596464258262
119,0.07527434825897217,0.6755994955698649,0.8249597711424995,0.7669304393519647,5731,0.8338368580060423,0.88141592920354,0.8064516129032258,0.815485996705107,0.7122940430925222,0.6779661016949153,0.6060606060606061,0.8019323671497584
120,0.0749137356877327,0.6968555251757304,0.8225154861298143,0.765207327105177,5684,0.836173001310616,0.8804056069191769,0.8056968463886064,0.8016736401673641,0.7035670356703567,0.7079646017699115,0.5846153846153846,0.8015625
121,0.07195843495428562,0.7015302578608195,0.824426111908178,0.7589175047864911,5697,0.8342059336823734,0.886217008797654,0.7995889003083246,0.8094848732624694,0.7202072538860104,0.6093749999999999,0.6119402985074627,0.8003207698476342
122,0.0725309632718563,0.6832455396652222,0.8269820411738941,0.7477756862900007,5960,0.8407155025553662,0.8915451895043733,0.8117477130476649,0.8179591836734693,0.7168831168831169,0.5633802816901409,0.5503355704697986,0.7896389324960754
123,0.07202156018465758,0.7240054607391357,0.8215403882279274,0.7609758789975988,5724,0.8300884955752212,0.8807887660591575,0.80990099009901,0.8072787427626138,0.6934023285899094,0.6964285714285713,0.5714285714285714,0.7984905660377359
124,0.07169140055775643,0.7161742250124613,0.8297572986282096,0.7586717191635106,5917,0.8401551055579491,0.8881789137380192,0.8160696999031946,0.8165975103734441,0.7250000000000001,0.6060606060606062,0.5735294117647058,0.8037825059101655
