threshold,micro_precision,micro_recall,micro_f1,macro_precision,macro_recall,macro_f1,predicted_positive_total
0.05,0.4002218173175949,0.9105984138428262,0.5560508502559023,0.2880914039297723,0.8614064972717095,0.4166992157757086,12623
0.1,0.4466089466089466,0.8925739005046863,0.5953354171675884,0.3276760300705017,0.8431826031227931,0.4557868601564487,11088
0.15,0.47410358565737054,0.8794160057678443,0.6160742471115601,0.3547923902868117,0.8361874378199434,0.4804962969849128,10291
0.2,0.4952332137365454,0.8707642393655372,0.6313794680781546,0.37459300525820904,0.8269291360661288,0.4962088888643148,9755
0.25,0.5133707138235929,0.8581470800288392,0.6424234246390501,0.39468572198981666,0.8188278563243807,0.5109428472462321,9274
0.3,0.5283040017935209,0.8494953136265321,0.6514617458013685,0.4079983450544005,0.8118333038571572,0.5192208434290129,8921
0.35,0.5409227915603988,0.8410237923576064,0.6583885988429519,0.4204300956911828,0.8053105751935945,0.5263507278516165,8626
0.4,0.5549424184261037,0.8338139870223504,0.6663785652549697,0.4326096746590286,0.7970887858935656,0.532863220638542,8336
0.45,0.5672921585684106,0.8228190338860851,0.6715704303052593,0.4436930149147715,0.7800521176881708,0.5365424163489266,8047
0.5,0.5774251343742002,0.8132660418168709,0.6753480017961384,0.4555528855910357,0.7720145959994188,0.5416003653402566,7814
0.55,0.591429331913761,0.8010093727469358,0.6804470984535294,0.47074111470156516,0.7622797637814502,0.5485561517717171,7514
0.6,0.6013698630136987,0.7912761355443403,0.6833748443337485,0.48098484775318917,0.7552775869468895,0.5518984298646936,7300
0.65,0.6110717825286706,0.7779379956741168,0.6844818016017763,0.4906733286892269,0.7441603170906044,0.5535750974804523,7063
0.7,0.6252948113207547,0.7645998558038933,0.6879662666234188,0.5047679324293355,0.7351107181885054,0.5579111471241054,6784
0.75,0.6359021688970927,0.7451333813987022,0.6861980247323429,0.5185177075769257,0.7256048028598023,0.5604362856603889,6501
0.8,0.6469822677728974,0.7168348954578226,0.680119709277469,0.5321693863901379,0.7080173376994494,0.5578913519409252,6147
0.85,0.6604594500522102,0.684030281182408,0.6720382503984416,0.5456546773472679,0.6814920848067162,0.5555724143079971,5746
0.9,0.7477074479982107,0.6025594808940159,0.6673320690687693,0.5578767643043825,0.49406927812163526,0.5005552567390862,4471
0.95,0.844478527607362,0.49621485219899064,0.6251135331516803,0.6407722868038459,0.34451566252451044,0.42848531431366094,3260
