threshold,micro_precision,micro_recall,micro_f1,macro_precision,macro_recall,macro_f1,predicted_positive_total
0.05,0.745066033536133,0.9204399633363887,0.8235197638182713,0.6663017046114357,0.8594373581753372,0.7486252707449416,6739
0.1,0.7569380908813663,0.9099908340971585,0.8264380254724049,0.6815364275344411,0.8496481439670305,0.7548463122473104,6558
0.15,0.7644320297951583,0.9030247479376718,0.8279687368686444,0.6906034478560439,0.8417852624812842,0.7570858017632409,6444
0.2,0.7716399118665408,0.8988084326306142,0.8303836057244475,0.6980186054283539,0.8381656335655712,0.7600554379471437,6354
0.25,0.7800896286811779,0.8934922089825847,0.8329488165427666,0.7083453640339468,0.8320108730252022,0.7636306983595331,6248
0.3,0.7846626759424041,0.8890925756186985,0.8336198006187694,0.7128140326289251,0.8285257901905431,0.7646184476801514,6181
0.35,0.7906060108392182,0.882493125572869,0.8340263340263341,0.7193847042331947,0.8233368595133618,0.7662943780887528,6089
0.4,0.7978687978687978,0.8784601283226398,0.8362272053049471,0.7264617569230727,0.8180414611058677,0.767863742463836,6006
0.45,0.8007081436519979,0.87057745187901,0.8341823291761812,0.7313807231992625,0.8126298242027001,0.7682661330115255,5931
0.5,0.8048073644732356,0.8654445462878093,0.834025262785973,0.734566017311044,0.8062871861220774,0.767134998970964,5866
0.55,0.807208139334368,0.8581118240146655,0.8318819975119957,0.7393025100122477,0.8007357269287829,0.7669443340959171,5799
0.6,0.8114495798319328,0.84967919340055,0.8301244738963017,0.7441698567499375,0.7948090545229578,0.7667490736915323,5712
0.65,0.8156583629893238,0.8403299725022915,0.8278103837471784,0.7497300543672016,0.7844228345378952,0.7650390842315313,5620
0.7,0.8190217391304347,0.8287809349220898,0.823872437357631,0.7517099278606643,0.7732446509958245,0.7606292242029136,5520
0.75,0.823377581120944,0.818698441796517,0.82103134479272,0.7568494678396827,0.7638478802421562,0.7588771555292495,5424
0.8,0.8285498489425982,0.8043996333638863,0.816296158496884,0.7637524796022033,0.7539906072279424,0.7573805720567358,5296
0.85,0.8344693281402142,0.7855178735105408,0.8092540132200189,0.7697120790199228,0.7379174335417958,0.7516058530688059,5135
0.9,0.8414087947882736,0.757653528872594,0.797337706183081,0.775590831286646,0.7118341195856432,0.7404585695195189,4912
0.95,0.8475935828877005,0.6973418881759853,0.7651614200945388,0.7876456859377851,0.6626200765006789,0.7181514347443918,4488
