epoch,train_loss,valid_loss,micro_f1,macro_f1,predicted_positive_total,Reentrancy_f1,Access Control_f1,Arithmetic_f1,Unchecked Return Values_f1,DoS_f1,Time manipulation_f1
1,0.5586856329015323,0.49119706451892853,0.7689057879171947,0.7290254411362036,6499,0.7951515151515152,0.8667383127350886,0.7195715676728335,0.7450980392156863,0.5735294117647058,0.6740638002773925
2,0.49335745040859497,0.465456066860093,0.780521028435212,0.7445673898197326,6410,0.807361963190184,0.8728767123287672,0.7350157728706624,0.7623318385650224,0.5756302521008403,0.7141877998629197
3,0.46101976867233,0.442133120364613,0.7983857407096016,0.7653504181324258,6558,0.8313444709626093,0.8754080522306856,0.7488986784140969,0.7734724292101343,0.6234718826405867,0.7395069953364423
4,0.42714443185499734,0.43269968198405373,0.8062380205610734,0.7667524676208329,6142,0.8160919540229884,0.8785656071719642,0.7763033175355449,0.7971360381861574,0.5791139240506329,0.7533039647577093
5,0.40421350640910014,0.4104655947950151,0.8112463569346821,0.7829293529025435,6330,0.8210702341137124,0.8826754385964912,0.7805334581188583,0.8106796116504854,0.643598615916955,0.7590187590187589
6,0.3863920590707234,0.40526823368337417,0.8176089771255936,0.7920728294536982,6249,0.8239669421487604,0.8818332413031474,0.7838095238095238,0.802943581357318,0.6733668341708543,0.7865168539325843
7,0.365920381460871,0.41792317893770004,0.8170951930518531,0.789913809191225,6293,0.8301425661914459,0.8878973786949247,0.7869332033154558,0.7958030669895078,0.6615720524017467,0.7771345875542692
8,0.3539099714585713,0.4045710795455509,0.8158635394456292,0.7909981986872084,6389,0.8316912972085386,0.8814139110604333,0.7915518824609734,0.7758620689655172,0.6787330316742082,0.7867370007535796
9,0.3353711420936244,0.4090065177943971,0.8140758207872302,0.7903259385539861,5690,0.8241805023414219,0.8775629759812538,0.7732115677321155,0.802013422818792,0.6747279322853689,0.7902592301649646
10,0.3192558773926326,0.4286215305328369,0.8131868131868132,0.7856898693069659,5766,0.8224543080939948,0.8777969018932874,0.782520325203252,0.7833065810593901,0.6513994910941475,0.7966616084977238
11,0.30101376505834715,0.4153888490464952,0.8163302090843547,0.7943637849404599,5760,0.8165019338203695,0.8756536897152819,0.7851777666499749,0.8052159739201303,0.6857855361596009,0.7978478093774021
12,0.2899459103388446,0.4187806828154458,0.8197417300548382,0.7937075991408254,5970,0.8345498783454988,0.8856978747846065,0.7853610286844708,0.8070456365092074,0.6825775656324583,0.7670136108887109
13,0.2756956691188472,0.42888599303033614,0.8227848101265823,0.8009660184768541,5882,0.8341584158415841,0.8790953899681068,0.7869346733668341,0.7996820349761526,0.6974483596597814,0.8084772370486656
14,0.26399195960589816,0.44186431500646806,0.8291150288008378,0.8039764199024848,6122,0.8377265238879736,0.8908470722001136,0.8048192771084338,0.8045052292839903,0.6776084407971864,0.808351976137211
15,0.2516579399151461,0.451972805791431,0.8214736083588543,0.7991062414903644,5766,0.8150110375275939,0.8831168831168831,0.7975522692503825,0.8152969894222944,0.6824644549763033,0.8011958146487295
16,0.24065520273787636,0.4743891871637768,0.8206644633849365,0.7962363849623498,6162,0.8279569892473118,0.8828058169375534,0.8033786954481466,0.7949125596184419,0.6794582392776525,0.7889060092449923
17,0.22759196513465474,0.49554649160967934,0.8233288470165995,0.8003299312942382,5809,0.8211521926053311,0.885540423065778,0.7998007968127491,0.8051529790660226,0.6969696969696969,0.7933634992458521
18,0.22096487996833666,0.4657633536391788,0.8258637194325993,0.802945751008517,6155,0.827835880933226,0.8925432378792174,0.7873865265169614,0.7983999999999999,0.7087980173482031,0.802710843373494
