threshold,micro_precision,micro_recall,micro_f1,macro_precision,macro_recall,macro_f1,predicted_positive_total
0.05,0.5813216821409066,0.9756186984417965,0.7285420944558522,0.49888260290466996,0.9347931729331602,0.6377558755506811,9155
0.1,0.6289375973170439,0.962603116406966,0.7607939727615185,0.5472786248964483,0.9187977701316608,0.6774055917492822,8349
0.15,0.657048848392812,0.9517873510540789,0.7774200793591376,0.5747104091378927,0.903623622046019,0.6963523178745216,7902
0.2,0.6751934933753115,0.943538038496792,0.787123413365958,0.5961686148680039,0.8971186921924628,0.7113522461291526,7623
0.25,0.6929144566843465,0.9340054995417049,0.7955965021861338,0.615467226772444,0.8885407494903133,0.7231239970999447,7353
0.3,0.709563994374121,0.9248395967002749,0.803024273776363,0.6322804811732385,0.8745826757335954,0.7305110439170361,7110
0.35,0.7226330288531245,0.9136571952337306,0.8069948186528497,0.6471655074221977,0.8629598628775061,0.736953322751658,6897
0.4,0.7357899448008355,0.9041246562786435,0.8113176509294292,0.6621908905989303,0.852074844262721,0.7429655807988615,6703
0.45,0.7470525187566989,0.8944087992667278,0.8141164692140831,0.6757714776976715,0.8407735785147742,0.7472245543968344,6531
0.5,0.7585446527012127,0.8828597616865261,0.8159945781091155,0.6894341219114696,0.8324636599776376,0.7525049550198487,6349
0.55,0.7664941785252264,0.8689275893675527,0.8145029641721797,0.6961720986851607,0.8217660308179959,0.7521316722798284,6184
0.6,0.7769385699899295,0.8485792850595784,0.8111802330675545,0.7108160663304034,0.8054012048936091,0.7536475744229076,5958
0.65,0.790125610607118,0.8302474793767186,0.809689818539376,0.7359733041072022,0.7925179992080342,0.761851225941629,5732
0.7,0.8017194073532101,0.8034830430797434,0.8026002563633035,0.7509715386187993,0.7721574861842708,0.760019266878438,5467
0.75,0.8177707882838608,0.7626031164069661,0.7892240561563271,0.7690312329934839,0.7433347566919833,0.7547448426078615,5087
0.8,0.8307952622673435,0.7200733272227314,0.771481881567318,0.7791244069991478,0.7031621197458349,0.737929468409058,4728
0.85,0.8459390272282988,0.6663611365719523,0.7454881050041018,0.7915664308796557,0.6584341387393925,0.7169476802724548,4297
0.9,0.8645320197044335,0.5791017415215399,0.6935997365243166,0.8137534745715487,0.5950943849232585,0.6833501293820994,3654
0.95,0.8909023668639053,0.44161319890009165,0.5905135433263881,0.843419275253154,0.4834020665187731,0.6054668153446087,2704
