title,baseline,member_count,test_micro_f1,test_macro_f1,test_detection_f1,front_running_f1,front_running_tp,front_running_fp,front_running_fn,bad_randomness_f1,bad_randomness_tp,bad_randomness_fp,bad_randomness_fn,rare_mean_f1,baseline_rare_mean_f1,macro_delta_vs_baseline,micro_delta_vs_baseline,acceptance,valid_macro_f1,valid_micro_f1,label_names
DIVE seed ensemble summary,"{'micro_f1': 0.8240858035638883, 'macro_f1': 0.7452721843450687, 'detection_f1': 0.9465041054988804, 'front_f1': 0.5384615384615384, 'bad_randomness_f1': 0.5882352941176471}",5,0.8360528360528361,0.7531034127883588,0.9515091538842156,0.509090909090909,28,32,22,0.6029411764705882,41,23,31,0.5560160427807486,0.5633484162895928,0.007831228443290095,0.011967032488947815,"{'macro_improves': True, 'micro_drop_within_0_002': True, 'rare_mean_not_lower': False, 'main_candidate': True, 'adopt_as_main': False}",0.7956081390334626,0.845672575599583,"['Reentrancy', 'Access Control', 'Arithmetic', 'Unchecked Return Values', 'DoS', 'Bad Randomness', 'Front Running', 'Time manipulation']"
