Behavior contribution summary

experiment_name: train_dive_behavior_v2_relation_split
split: test
checkpoint_epoch: 14
evaluated_samples: 2233
threshold_source: validation_selected_per_label

Primary table: predicted-positive, attention-weighted behavior means
label | accuracy | precision | recall | f1 | support | predicted | risk_mean | protective_mean | missing_check_mean | final_evidence_mean | tp_final | fp_final | fn_final
------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------
Reentrancy | 0.826691 | 0.790572 | 0.898156 | 0.840937 | 1139 | 1294 | 2.296046 | 1.222234 | 0.054949 | 1.128760 | 1.154020 | 1.033406 | 0.975544
Access Control | 0.830721 | 0.838442 | 0.960143 | 0.895175 | 1681 | 1925 | 0.700747 | 1.178792 | 1.304536 | 0.826491 | 0.817743 | 0.871889 | 0.794135
Arithmetic | 0.780564 | 0.684337 | 0.897787 | 0.776664 | 949 | 1245 | 1.454451 | 0.044227 | 0.177377 | 1.587601 | 1.609337 | 1.540481 | 1.722543
Unchecked Return Values | 0.900582 | 0.821109 | 0.790017 | 0.805263 | 581 | 559 | 2.111064 | 1.778312 | 0.045680 | 0.378432 | 0.384554 | 0.350333 | 0.539217
DoS | 0.875056 | 0.604396 | 0.735294 | 0.663450 | 374 | 455 | 1.574630 | 1.328739 | 0.062891 | 0.308783 | 0.313894 | 0.300973 | 0.335889
Bad Randomness | 0.971787 | 0.571429 | 0.500000 | 0.533333 | 72 | 63 | 1.667888 | 0.104430 | 0.192657 | 1.756115 | 1.904380 | 1.558428 | 1.192567
Front Running | 0.969996 | 0.383562 | 0.560000 | 0.455285 | 50 | 73 | 1.610906 | 1.143117 | 0.642599 | 1.110389 | 0.945314 | 1.213102 | 1.791450
Time manipulation | 0.866547 | 0.754858 | 0.790297 | 0.772171 | 639 | 669 | 1.665569 | 0.084376 | 0.169137 | 1.750330 | 1.914947 | 1.243428 | 1.192951
