Behavior contribution summary

experiment_name: train_dive_side_scale_200
split: test
checkpoint_epoch: 27
evaluated_samples: 2233
threshold_source: validation_selected_per_label

Primary table: predicted-positive, attention-weighted behavior means
label | accuracy | precision | recall | f1 | support | predicted | risk_mean | protective_mean | missing_check_mean | final_evidence_mean | tp_final | fp_final | fn_final
------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------
Reentrancy | 0.833408 | 0.817730 | 0.866550 | 0.841432 | 1139 | 1207 | 0.598808 | 0.551849 | 0.028624 | 0.151164 | 0.157446 | 0.122982 | 0.149665
Access Control | 0.835647 | 0.852468 | 0.945271 | 0.896474 | 1681 | 1864 | 0.982957 | 0.181115 | 0.698915 | 3.001513 | 3.017001 | 2.912018 | 2.710137
Arithmetic | 0.809673 | 0.748577 | 0.831401 | 0.787818 | 949 | 1054 | 0.761400 | 0.019178 | 0.737393 | 2.959230 | 2.983225 | 2.887786 | 2.900330
Unchecked Return Values | 0.908195 | 0.801282 | 0.860585 | 0.829876 | 581 | 624 | 1.058326 | 0.669184 | 0.031708 | 0.841700 | 0.852514 | 0.798095 | 0.847215
DoS | 0.885356 | 0.640476 | 0.719251 | 0.677582 | 374 | 420 | 0.876267 | 0.536765 | 0.034724 | 0.748454 | 0.747949 | 0.749354 | 0.622841
Bad Randomness | 0.976265 | 0.672727 | 0.513889 | 0.582677 | 72 | 55 | 0.640739 | 0.407592 | 0.751807 | 1.969908 | 2.119238 | 1.662951 | 1.569490
Front Running | 0.976713 | 0.482143 | 0.540000 | 0.509434 | 50 | 56 | 0.746398 | 0.683011 | 0.269829 | 0.666432 | 0.608770 | 0.720117 | 1.193083
Time manipulation | 0.874160 | 0.747238 | 0.846635 | 0.793837 | 639 | 724 | 0.628762 | 0.300578 | 0.697193 | 2.050753 | 2.217322 | 1.558327 | 1.509205
