threshold,micro_precision,micro_recall,micro_f1,macro_precision,macro_recall,macro_f1,predicted_positive_total
0.05,0.5854836938618645,0.9774518790100825,0.7323169894245296,0.4919372861210791,0.925922053382472,0.6298993355915751,9107
0.1,0.6284113931593374,0.9666361136571953,0.7616640184890944,0.5321519486039955,0.9048292629436222,0.6616004674440176,8391
0.15,0.6559517830236062,0.9576535288725939,0.7785975109918772,0.5639882650248759,0.896193924709284,0.6866277967957489,7964
0.2,0.6778908901070216,0.952153987167736,0.7919493786689029,0.5843402680912748,0.8901130546843468,0.700298737183835,7662
0.25,0.6975132490827558,0.9409715857011915,0.8011549867332605,0.6054667132673945,0.8790270936190789,0.7128986125503317,7359
0.3,0.7123403060508213,0.9301558203483044,0.80680553347114,0.6248907915213098,0.8672965660376232,0.7231983054747695,7123
0.35,0.7235701906412478,0.918423464711274,0.8094353340334437,0.637002257504287,0.8510737130979535,0.7259993579102952,6924
0.4,0.7354033575991681,0.9074243813015582,0.8124076809453471,0.6490741806090565,0.8394494442047815,0.7297618708245831,6731
0.45,0.7504993086495622,0.8955087076076994,0.8166165162153126,0.6680875590259318,0.8269131167466335,0.7373411823374274,6509
0.5,0.761196391834151,0.8817598533455545,0.8170545269237303,0.6820336862735943,0.8169905876880421,0.7418565846631608,6319
0.55,0.7723923366628459,0.864711274060495,0.81594879778585,0.6968895730198884,0.8016049637696538,0.7443253902855722,6107
0.6,0.7836127266507014,0.8397800183318057,0.8107247146270242,0.7068340009397733,0.7767433561814817,0.738671616775499,5846
0.65,0.7947519769949677,0.8106324472960587,0.8026136673019331,0.71812446861397,0.7510526703788377,0.7325799983702148,5564
0.7,0.808729388942774,0.7642529789184235,0.7858623939679547,0.7371187123539952,0.714562748305065,0.7237543303893059,5155
0.75,0.8262910798122066,0.70980751604033,0.763632777832561,0.7567741185068908,0.6701115123841279,0.7084039465645534,4686
0.8,0.8393632416787264,0.6379468377635197,0.7249244870326007,0.7730260707250629,0.6139507039374614,0.680946911598808,4146
0.85,0.854178674351585,0.5433547204399634,0.6642016806722688,0.785684385261376,0.5358047870071739,0.6314371852711815,3470
0.9,0.8788476716653513,0.4082493125572869,0.5575165853047942,0.8152887122154109,0.42738475132914,0.5524079677218912,2534
0.95,0.9189907038512616,0.2537121906507791,0.3976440166642724,0.8646029705116139,0.2887790626894478,0.41770852331993846,1506
